OG0000043	Oalv|OALVG00000007688.1
OG0024961	Oalv|OALVG00000006301.1
OG0025040	Oalv|OALVG00000019238.1
OG0025112	Oalv|OALVG00000002690.1
OG0025374	Oalv|OALVG00000028617.1
OG0025376	Oalv|OALVG00000003363.1
OG0025483	Oalv|OALVG00000011240.1
OG0025627	Oalv|OALVG00000013886.1
OG0025757	Oalv|OALVG00000025130.1
OG0025918	Oalv|OALVG00000006024.1
OG0025982	Oalv|OALVG00000030038.1
OG0026027	Oalv|OALVG00000009039.1
OG0026196	Oalv|OALVG00000006689.1
OG0026219	Oalv|OALVG00000002388.1, Oalv|OALVG00000002392.1, Oalv|OALVG00000017349.1
OG0026327	Oalv|OALVG00000025028.1, Oalv|OALVG00000025038.1, Oalv|OALVG00000025045.1
OG0026497	Oalv|OALVG00000031399.1
OG0026546	Oalv|OALVG00000013737.1, Oalv|OALVG00000033036.1
OG0026574	Oalv|OALVG00000023843.1
OG0026595	Oalv|OALVG00000024463.1
OG0026767	Oalv|OALVG00000010453.1
OG0026789	Oalv|OALVG00000031728.1
OG0026803	Oalv|OALVG00000004765.1, Oalv|OALVG00000004766.1, Oalv|OALVG00000004767.1
OG0026823	Oalv|OALVG00000005469.1
OG0026842	Oalv|OALVG00000014087.1
OG0026843	Oalv|OALVG00000032100.1
OG0026858	Oalv|OALVG00000015917.1
OG0026884	Oalv|OALVG00000021041.1
OG0026907	Oalv|OALVG00000021491.1
OG0026916	Oalv|OALVG00000009312.1, Oalv|OALVG00000009314.1, Oalv|OALVG00000009316.1
OG0026920	Oalv|OALVG00000003492.1, Oalv|OALVG00000003493.1
OG0026926	Oalv|OALVG00000006328.1
OG0026929	Oalv|OALVG00000026172.1
OG0026938	Oalv|OALVG00000002086.1
OG0026948	Oalv|OALVG00000005753.1
OG0026950	Oalv|OALVG00000000574.1, Oalv|OALVG00000010058.1
OG0026958	Oalv|OALVG00000013719.1, Oalv|OALVG00000013753.1
OG0026971	Oalv|OALVG00000024195.1, Oalv|OALVG00000024197.1
OG0026986	Oalv|OALVG00000023976.1
OG0026990	Oalv|OALVG00000018862.1, Oalv|OALVG00000018866.1, Oalv|OALVG00000018872.1
OG0027005	Oalv|OALVG00000017968.1
OG0027012	Oalv|OALVG00000023528.1, Oalv|OALVG00000023529.1
OG0027022	Oalv|OALVG00000009390.1
OG0027037	Oalv|OALVG00000009896.1, Oalv|OALVG00000019143.1
OG0027046	Oalv|OALVG00000009538.1
OG0027059	Oalv|OALVG00000011591.1
OG0027100	Oalv|OALVG00000009906.1
OG0027119	Oalv|OALVG00000034106.1
OG0027127	Oalv|OALVG00000024568.1
OG0027128	Oalv|OALVG00000033603.1
OG0027159	Oalv|OALVG00000027535.1
OG0027177	Oalv|OALVG00000007964.1
OG0027183	Oalv|OALVG00000008889.1
OG0027193	Oalv|OALVG00000019220.1
OG0027195	Oalv|OALVG00000002390.1
OG0027217	Oalv|OALVG00000027068.1
OG0027218	Oalv|OALVG00000004749.1, Oalv|OALVG00000004751.1
OG0027234	Oalv|OALVG00000025898.1, Oalv|OALVG00000025901.1, Oalv|OALVG00000027145.1
OG0027235	Oalv|OALVG00000010964.1
OG0027238	Oalv|OALVG00000016545.1, Oalv|OALVG00000018770.1
OG0027248	Oalv|OALVG00000000992.1, Oalv|OALVG00000001013.1
OG0027263	Oalv|OALVG00000025693.1
OG0027273	Oalv|OALVG00000008707.1
OG0027276	Oalv|OALVG00000023333.1, Oalv|OALVG00000023334.1
OG0027294	Oalv|OALVG00000034476.1, Oalv|OALVG00000034477.1
OG0027309	Oalv|OALVG00000020023.1
OG0027315	Oalv|OALVG00000024291.1
OG0027321	Oalv|OALVG00000015054.1
OG0027328	Oalv|OALVG00000012634.1, Oalv|OALVG00000012640.1, Oalv|OALVG00000034801.1
OG0027346	Oalv|OALVG00000033880.1
OG0027348	Oalv|OALVG00000001790.2
OG0027359	Oalv|OALVG00000018628.1, Oalv|OALVG00000018634.1
OG0027377	Oalv|OALVG00000005836.1, Oalv|OALVG00000005904.1, Oalv|OALVG00000032804.1
OG0027385	Oalv|OALVG00000020122.1
OG0027387	Oalv|OALVG00000025939.1
OG0027391	Oalv|OALVG00000025355.2
OG0027393	Oalv|OALVG00000009631.1
OG0027414	Oalv|OALVG00000032472.1
OG0027421	Oalv|OALVG00000014408.1, Oalv|OALVG00000015470.1
OG0027425	Oalv|OALVG00000025916.1, Oalv|OALVG00000025918.1
OG0027427	Oalv|OALVG00000007652.1, Oalv|OALVG00000007654.1, Oalv|OALVG00000007655.1
OG0027429	Oalv|OALVG00000005121.1, Oalv|OALVG00000005940.1
OG0027444	Oalv|OALVG00000005099.1
OG0027447	Oalv|OALVG00000002982.1, Oalv|OALVG00000015592.1, Oalv|OALVG00000015603.1
OG0027463	Oalv|OALVG00000025283.1
OG0027469	Oalv|OALVG00000014963.1, Oalv|OALVG00000014964.1, Oalv|OALVG00000018584.1
OG0027502	Oalv|OALVG00000029933.1
OG0027595	Oalv|OALVG00000005590.1
OG0027942	Oalv|OALVG00000000576.1, Oalv|OALVG00000005303.1, Oalv|OALVG00000014598.1
OG0028013	Oalv|OALVG00000014817.1, Oalv|OALVG00000015290.1, Oalv|OALVG00000019372.1
OG0028030	Oalv|OALVG00000027271.1, Oalv|OALVG00000027272.1, Oalv|OALVG00000027306.1
OG0028116	Oalv|OALVG00000000920.1, Oalv|OALVG00000000922.1, Oalv|OALVG00000019933.1
OG0028122	Oalv|OALVG00000001509.1, Oalv|OALVG00000001510.1, Oalv|OALVG00000001512.1
OG0028137	Oalv|OALVG00000003378.1
OG0028138	Oalv|OALVG00000003419.1, Oalv|OALVG00000003421.1, Oalv|OALVG00000028172.1
OG0028139	Oalv|OALVG00000003420.1, Oalv|OALVG00000006652.1, Oalv|OALVG00000011789.1
OG0028143	Oalv|OALVG00000004689.1
OG0028144	Oalv|OALVG00000004940.1, Oalv|OALVG00000025762.1, Oalv|OALVG00000025763.1
OG0028151	Oalv|OALVG00000006645.1
OG0028155	Oalv|OALVG00000006955.1
OG0028163	Oalv|OALVG00000008066.1
OG0028165	Oalv|OALVG00000008173.1, Oalv|OALVG00000029392.1
OG0028175	Oalv|OALVG00000009535.1, Oalv|OALVG00000009536.1, Oalv|OALVG00000009541.1
OG0028195	Oalv|OALVG00000015908.1, Oalv|OALVG00000015911.1
OG0028196	Oalv|OALVG00000015997.1
OG0028208	Oalv|OALVG00000019105.1
OG0028210	Oalv|OALVG00000019482.1, Oalv|OALVG00000024039.1
OG0029492	Oalv|OALVG00000009877.1
OG0029510	Oalv|OALVG00000010097.1
OG0029875	Oalv|OALVG00000020183.1
OG0029949	Oalv|OALVG00000033624.1
OG0029958	Oalv|OALVG00000011527.1, Oalv|OALVG00000022960.1
OG0030110	Oalv|OALVG00000008506.1, Oalv|OALVG00000008517.1
OG0030331	Oalv|OALVG00000014659.1
OG0030604	Oalv|OALVG00000033983.1
OG0030742	Oalv|OALVG00000021762.1
OG0031017	Oalv|OALVG00000031727.1
OG0031060	Oalv|OALVG00000000175.1
OG0031184	Oalv|OALVG00000005428.1
OG0031245	Oalv|OALVG00000011958.1
OG0031310	Oalv|OALVG00000012358.1
OG0031328	Oalv|OALVG00000022323.1
OG0031332	Oalv|OALVG00000028173.1
OG0031371	Oalv|OALVG00000026273.1
OG0031433	Oalv|OALVG00000025295.1
OG0031434	Oalv|OALVG00000035656.1
OG0031438	Oalv|OALVG00000008606.1
OG0031577	Oalv|OALVG00000020063.1
OG0031611	Oalv|OALVG00000028261.1
OG0031648	Oalv|OALVG00000010664.1
OG0031765	Oalv|OALVG00000010424.1
OG0031797	Oalv|OALVG00000026407.1
OG0031820	Oalv|OALVG00000009184.1, Oalv|OALVG00000016286.1
OG0031867	Oalv|OALVG00000001997.1
OG0031875	Oalv|OALVG00000022461.1
OG0031899	Oalv|OALVG00000020491.1
OG0031985	Oalv|OALVG00000002684.1
OG0032027	Oalv|OALVG00000019601.1
OG0032067	Oalv|OALVG00000022038.1
OG0032929	Oalv|OALVG00000026697.1
OG0033094	Oalv|OALVG00000008366.1, Oalv|OALVG00000025949.1
OG0033118	Oalv|OALVG00000009571.1, Oalv|OALVG00000015291.1
OG0033211	Oalv|OALVG00000017439.1
OG0033438	Oalv|OALVG00000031266.1
OG0033445	Oalv|OALVG00000005259.1
OG0033462	Oalv|OALVG00000022155.1
OG0033465	Oalv|OALVG00000007315.1
OG0033469	Oalv|OALVG00000031704.1
OG0033480	Oalv|OALVG00000012178.1
OG0033482	Oalv|OALVG00000012909.1, Oalv|OALVG00000012911.1
OG0033502	Oalv|OALVG00000030442.1
OG0033504	Oalv|OALVG00000031209.1
OG0033507	Oalv|OALVG00000023979.1
OG0033518	Oalv|OALVG00000022425.1
OG0033521	Oalv|OALVG00000004488.1
OG0033529	Oalv|OALVG00000024873.1
OG0033531	Oalv|OALVG00000031087.1
OG0033542	Oalv|OALVG00000014780.1
OG0033553	Oalv|OALVG00000020050.1
OG0033558	Oalv|OALVG00000021171.1
OG0033566	Oalv|OALVG00000021413.1
OG0033568	Oalv|OALVG00000003410.1
OG0033575	Oalv|OALVG00000032000.1
OG0033579	Oalv|OALVG00000003794.1
OG0033582	Oalv|OALVG00000012422.1, Oalv|OALVG00000012423.1
OG0033583	Oalv|OALVG00000023481.1
OG0033591	Oalv|OALVG00000029197.1
OG0033592	Oalv|OALVG00000032897.1
OG0033594	Oalv|OALVG00000007418.1, Oalv|OALVG00000007419.1
OG0033624	Oalv|OALVG00000003850.1
OG0033637	Oalv|OALVG00000001456.1
OG0033660	Oalv|OALVG00000022002.1
OG0033678	Oalv|OALVG00000035114.1
OG0033689	Oalv|OALVG00000026425.1, Oalv|OALVG00000026426.1
OG0033701	Oalv|OALVG00000009327.1
OG0033706	Oalv|OALVG00000021020.1, Oalv|OALVG00000021022.1
OG0033716	Oalv|OALVG00000014601.1, Oalv|OALVG00000027729.1
OG0033718	Oalv|OALVG00000001900.1
OG0033719	Oalv|OALVG00000001901.1
OG0033757	Oalv|OALVG00000005453.1
OG0033761	Oalv|OALVG00000017157.1, Oalv|OALVG00000025098.1
OG0033772	Oalv|OALVG00000017059.1
OG0033794	Oalv|OALVG00000008634.1, Oalv|OALVG00000008635.1
OG0033801	Oalv|OALVG00000005051.1
OG0033803	Oalv|OALVG00000003625.1
OG0033819	Oalv|OALVG00000030039.1
OG0033838	Oalv|OALVG00000034110.1, Oalv|OALVG00000034115.1
OG0033842	Oalv|OALVG00000024569.1
OG0033843	Oalv|OALVG00000024566.1, Oalv|OALVG00000024567.1
OG0033844	Oalv|OALVG00000024565.1
OG0033859	Oalv|OALVG00000031955.1
OG0033863	Oalv|OALVG00000017776.1
OG0033869	Oalv|OALVG00000015244.1
OG0033874	Oalv|OALVG00000001352.1
OG0033885	Oalv|OALVG00000012298.1
OG0033893	Oalv|OALVG00000010478.1
OG0033894	Oalv|OALVG00000015879.1
OG0033905	Oalv|OALVG00000000048.1
OG0033910	Oalv|OALVG00000008886.1, Oalv|OALVG00000008887.1
OG0033917	Oalv|OALVG00000020832.1
OG0033926	Oalv|OALVG00000018639.1
OG0033946	Oalv|OALVG00000011327.1
OG0033976	Oalv|OALVG00000026907.1
OG0033980	Oalv|OALVG00000028150.1
OG0033988	Oalv|OALVG00000034021.1
OG0034002	Oalv|OALVG00000035695.1
OG0034008	Oalv|OALVG00000003188.1, Oalv|OALVG00000003189.1
OG0034033	Oalv|OALVG00000008792.1, Oalv|OALVG00000008794.1
OG0034051	Oalv|OALVG00000001764.1, Oalv|OALVG00000034395.1
OG0034070	Oalv|OALVG00000019312.1
OG0034079	Oalv|OALVG00000012190.1
OG0034085	Oalv|OALVG00000008136.1, Oalv|OALVG00000008137.1
OG0034094	Oalv|OALVG00000019775.1
OG0034099	Oalv|OALVG00000014097.1
OG0034109	Oalv|OALVG00000005054.1
OG0034115	Oalv|OALVG00000017551.1
OG0034130	Oalv|OALVG00000012459.1
OG0034132	Oalv|OALVG00000029432.1
OG0034144	Oalv|OALVG00000027637.1
OG0034145	Oalv|OALVG00000034748.1
OG0034148	Oalv|OALVG00000030735.1
OG0034167	Oalv|OALVG00000030926.1, Oalv|OALVG00000030927.1
OG0034168	Oalv|OALVG00000035125.1
OG0034179	Oalv|OALVG00000011755.1, Oalv|OALVG00000028781.1
OG0034193	Oalv|OALVG00000022969.1
OG0034196	Oalv|OALVG00000003666.1
OG0034203	Oalv|OALVG00000022059.1
OG0034204	Oalv|OALVG00000028893.1
OG0034215	Oalv|OALVG00000017643.1
OG0034223	Oalv|OALVG00000006846.1, Oalv|OALVG00000026700.1
OG0034226	Oalv|OALVG00000006866.1
OG0034230	Oalv|OALVG00000017724.1
OG0034241	Oalv|OALVG00000000519.1
OG0034255	Oalv|OALVG00000025946.1
OG0034263	Oalv|OALVG00000012145.1, Oalv|OALVG00000017870.1
OG0034266	Oalv|OALVG00000023139.1
OG0034269	Oalv|OALVG00000019978.1, Oalv|OALVG00000019979.1
OG0034271	Oalv|OALVG00000023664.1
OG0034286	Oalv|OALVG00000021840.1
OG0034294	Oalv|OALVG00000034468.1
OG0034295	Oalv|OALVG00000002124.1
OG0034301	Oalv|OALVG00000008964.1, Oalv|OALVG00000011756.1
OG0034310	Oalv|OALVG00000016948.1
OG0034311	Oalv|OALVG00000006941.1, Oalv|OALVG00000006945.1
OG0034321	Oalv|OALVG00000020239.1
OG0034327	Oalv|OALVG00000000948.1
OG0034348	Oalv|OALVG00000018965.1, Oalv|OALVG00000018971.1
OG0034350	Oalv|OALVG00000033490.1, Oalv|OALVG00000033492.1
OG0034354	Oalv|OALVG00000006906.1, Oalv|OALVG00000033994.1
OG0034365	Oalv|OALVG00000003145.1
OG0034371	Oalv|OALVG00000013239.1, Oalv|OALVG00000018517.1
OG0034379	Oalv|OALVG00000015913.1, Oalv|OALVG00000015914.1
OG0034380	Oalv|OALVG00000000241.1, Oalv|OALVG00000013552.1
OG0034387	Oalv|OALVG00000034464.1
OG0034388	Oalv|OALVG00000018519.1, Oalv|OALVG00000034623.1
OG0034399	Oalv|OALVG00000019214.1, Oalv|OALVG00000019459.1
OG0034401	Oalv|OALVG00000031317.1
OG0034415	Oalv|OALVG00000011126.1, Oalv|OALVG00000015502.1
OG0034510	Oalv|OALVG00000010624.1
OG0034945	Oalv|OALVG00000008513.1
OG0035261	Oalv|OALVG00000004356.1, Oalv|OALVG00000004358.1
OG0035302	Oalv|OALVG00000033012.1
OG0035344	Oalv|OALVG00000001178.1, Oalv|OALVG00000026296.1
OG0035577	Oalv|OALVG00000005591.1
OG0035584	Oalv|OALVG00000021376.1
OG0035593	Oalv|OALVG00000000329.1, Oalv|OALVG00000004853.1
OG0035640	Oalv|OALVG00000004078.1, Oalv|OALVG00000004085.1
OG0035649	Oalv|OALVG00000004369.1, Oalv|OALVG00000024047.1
OG0035654	Oalv|OALVG00000004529.1
OG0035664	Oalv|OALVG00000005547.1
OG0035712	Oalv|OALVG00000011165.1, Oalv|OALVG00000015539.1
OG0035717	Oalv|OALVG00000011738.1, Oalv|OALVG00000028761.1
OG0035722	Oalv|OALVG00000012603.1
OG0035735	Oalv|OALVG00000014320.1, Oalv|OALVG00000014323.1
OG0035766	Oalv|OALVG00000017121.1, Oalv|OALVG00000033075.1
OG0035792	Oalv|OALVG00000021632.1, Oalv|OALVG00000021633.1
OG0035802	Oalv|OALVG00000023327.1
OG0035805	Oalv|OALVG00000024065.1
OG0035808	Oalv|OALVG00000024842.1
OG0035813	Oalv|OALVG00000025379.1
OG0035814	Oalv|OALVG00000025387.1
OG0035816	Oalv|OALVG00000026249.1, Oalv|OALVG00000034530.1
OG0035835	Oalv|OALVG00000030281.1, Oalv|OALVG00000035806.1
OG0035845	Oalv|OALVG00000032500.1, Oalv|OALVG00000032525.1
OG0035856	Oalv|OALVG00000034465.1, Oalv|OALVG00000034466.1
OG0037931	Oalv|OALVG00000001033.1
OG0040192	Oalv|OALVG00000033365.1
OG0040865	Oalv|OALVG00000026000.1
OG0040897	Oalv|OALVG00000030207.1
OG0042250	Oalv|OALVG00000019473.1
OG0043263	Oalv|OALVG00000034194.1
OG0043271	Oalv|OALVG00000034140.1
OG0043311	Oalv|OALVG00000000276.1
OG0043314	Oalv|OALVG00000031344.1
OG0044455	Oalv|OALVG00000002888.1
OG0044628	Oalv|OALVG00000022253.1
OG0045648	Oalv|OALVG00000017039.1
OG0045650	Oalv|OALVG00000010513.1
OG0045653	Oalv|OALVG00000034861.1
OG0045655	Oalv|OALVG00000003477.1
OG0045658	Oalv|OALVG00000013336.1
OG0045660	Oalv|OALVG00000028006.1
OG0045663	Oalv|OALVG00000028115.1
OG0045667	Oalv|OALVG00000012245.1
OG0045679	Oalv|OALVG00000022224.1
OG0045683	Oalv|OALVG00000000385.1
OG0045697	Oalv|OALVG00000020426.1
OG0045705	Oalv|OALVG00000016001.1
OG0045708	Oalv|OALVG00000027621.1
OG0045732	Oalv|OALVG00000002807.1
OG0045754	Oalv|OALVG00000025063.1
OG0045768	Oalv|OALVG00000030317.1
OG0045780	Oalv|OALVG00000032457.1
OG0045787	Oalv|OALVG00000023695.1
OG0045792	Oalv|OALVG00000027019.1
OG0045794	Oalv|OALVG00000009688.1
OG0045802	Oalv|OALVG00000013323.1
OG0045803	Oalv|OALVG00000021422.1
OG0045809	Oalv|OALVG00000010099.1
OG0045811	Oalv|OALVG00000006589.1
OG0045812	Oalv|OALVG00000033810.1
OG0045813	Oalv|OALVG00000013499.1
OG0045814	Oalv|OALVG00000033954.1
OG0045818	Oalv|OALVG00000003791.1
OG0045822	Oalv|OALVG00000002299.1
OG0045825	Oalv|OALVG00000006609.1
OG0045849	Oalv|OALVG00000027857.1
OG0045850	Oalv|OALVG00000027850.1
OG0045867	Oalv|OALVG00000016148.1
OG0045868	Oalv|OALVG00000016149.1
OG0045869	Oalv|OALVG00000016150.1
OG0045871	Oalv|OALVG00000033256.1
OG0045874	Oalv|OALVG00000009843.1
OG0045879	Oalv|OALVG00000001441.1
OG0045890	Oalv|OALVG00000032131.1
OG0045892	Oalv|OALVG00000027494.1
OG0045897	Oalv|OALVG00000014692.1
OG0045898	Oalv|OALVG00000020203.1
OG0045900	Oalv|OALVG00000008358.1
OG0045901	Oalv|OALVG00000008356.1
OG0045913	Oalv|OALVG00000002147.1
OG0045923	Oalv|OALVG00000013833.1
OG0045929	Oalv|OALVG00000027869.1
OG0045931	Oalv|OALVG00000020222.1
OG0045946	Oalv|OALVG00000021245.1
OG0045951	Oalv|OALVG00000021710.1
OG0045955	Oalv|OALVG00000019172.1
OG0045956	Oalv|OALVG00000023658.1
OG0045960	Oalv|OALVG00000019963.1
OG0045961	Oalv|OALVG00000019954.1
OG0045971	Oalv|OALVG00000021668.1
OG0045972	Oalv|OALVG00000021666.1
OG0045981	Oalv|OALVG00000004118.1
OG0045991	Oalv|OALVG00000025133.1
OG0046008	Oalv|OALVG00000028951.1
OG0046016	Oalv|OALVG00000009589.1
OG0046018	Oalv|OALVG00000013545.1
OG0046019	Oalv|OALVG00000017156.1
OG0046028	Oalv|OALVG00000009347.1
OG0046055	Oalv|OALVG00000027667.1
OG0046056	Oalv|OALVG00000005843.1
OG0046067	Oalv|OALVG00000028465.1
OG0046087	Oalv|OALVG00000022877.1
OG0046092	Oalv|OALVG00000019669.1
OG0046095	Oalv|OALVG00000023229.1
OG0046096	Oalv|OALVG00000033692.1
OG0046111	Oalv|OALVG00000035527.1
OG0046123	Oalv|OALVG00000027917.1
OG0046126	Oalv|OALVG00000027065.1
OG0046132	Oalv|OALVG00000027590.1
OG0046134	Oalv|OALVG00000027584.1
OG0046136	Oalv|OALVG00000007585.1
OG0046137	Oalv|OALVG00000026099.1
OG0046139	Oalv|OALVG00000002133.1
OG0046145	Oalv|OALVG00000027802.1
OG0046157	Oalv|OALVG00000030818.1
OG0046161	Oalv|OALVG00000026118.1
OG0046163	Oalv|OALVG00000005623.1
OG0046164	Oalv|OALVG00000005624.1
OG0046167	Oalv|OALVG00000007465.2
OG0046176	Oalv|OALVG00000001306.1
OG0046184	Oalv|OALVG00000002744.1
OG0046191	Oalv|OALVG00000001946.1
OG0046202	Oalv|OALVG00000006197.1
OG0046208	Oalv|OALVG00000000062.1
OG0046209	Oalv|OALVG00000007958.1
OG0046215	Oalv|OALVG00000008869.1
OG0046219	Oalv|OALVG00000019198.1
OG0046222	Oalv|OALVG00000002919.1
OG0046227	Oalv|OALVG00000014952.1
OG0046229	Oalv|OALVG00000015026.1
OG0046241	Oalv|OALVG00000023482.1
OG0046247	Oalv|OALVG00000009061.1
OG0046248	Oalv|OALVG00000029033.1
OG0046253	Oalv|OALVG00000032475.1
OG0046262	Oalv|OALVG00000028598.1
OG0046270	Oalv|OALVG00000001365.1
OG0046271	Oalv|OALVG00000024901.1
OG0046286	Oalv|OALVG00000000191.1
OG0046288	Oalv|OALVG00000005197.1
OG0046303	Oalv|OALVG00000021083.1
OG0046316	Oalv|OALVG00000007213.1
OG0046319	Oalv|OALVG00000034646.1
OG0046320	Oalv|OALVG00000003115.1
OG0046326	Oalv|OALVG00000021531.1
OG0046327	Oalv|OALVG00000018908.1
OG0046331	Oalv|OALVG00000025210.1
OG0046335	Oalv|OALVG00000019747.1
OG0046343	Oalv|OALVG00000006755.1
OG0046358	Oalv|OALVG00000011245.1
OG0046361	Oalv|OALVG00000013013.1
OG0046383	Oalv|OALVG00000010364.1
OG0046384	Oalv|OALVG00000015926.1
OG0046392	Oalv|OALVG00000023685.1
OG0046404	Oalv|OALVG00000032392.1
OG0046409	Oalv|OALVG00000003802.1
OG0046412	Oalv|OALVG00000010486.1
OG0046414	Oalv|OALVG00000015256.1
OG0046432	Oalv|OALVG00000034661.1
OG0046437	Oalv|OALVG00000034480.1
OG0046441	Oalv|OALVG00000026272.1
OG0046452	Oalv|OALVG00000031713.1
OG0046453	Oalv|OALVG00000005050.1
OG0046456	Oalv|OALVG00000018946.1
OG0046460	Oalv|OALVG00000031593.1
OG0046461	Oalv|OALVG00000010148.1
OG0046470	Oalv|OALVG00000021239.1
OG0046473	Oalv|OALVG00000006122.1
OG0046475	Oalv|OALVG00000023831.1
OG0046486	Oalv|OALVG00000033568.1
OG0046488	Oalv|OALVG00000033714.1
OG0046490	Oalv|OALVG00000032601.1
OG0046493	Oalv|OALVG00000028417.1
OG0046503	Oalv|OALVG00000028857.1
OG0046520	Oalv|OALVG00000016485.1
OG0046522	Oalv|OALVG00000019919.1
OG0046531	Oalv|OALVG00000019874.1
OG0046535	Oalv|OALVG00000000645.1
OG0046542	Oalv|OALVG00000012254.1
OG0046545	Oalv|OALVG00000004415.1
OG0046551	Oalv|OALVG00000034148.1
OG0046554	Oalv|OALVG00000031626.1
OG0046558	Oalv|OALVG00000024593.1
OG0046560	Oalv|OALVG00000012508.1
OG0046569	Oalv|OALVG00000027900.1
OG0046570	Oalv|OALVG00000027903.1
OG0046573	Oalv|OALVG00000018715.1
OG0046589	Oalv|OALVG00000016925.1
OG0046590	Oalv|OALVG00000007896.1
OG0046591	Oalv|OALVG00000007897.1
OG0046600	Oalv|OALVG00000010377.1
OG0046604	Oalv|OALVG00000034272.1
OG0046613	Oalv|OALVG00000005047.1
OG0046621	Oalv|OALVG00000017161.1
OG0046625	Oalv|OALVG00000032439.1
OG0046626	Oalv|OALVG00000008139.1
OG0046650	Oalv|OALVG00000017009.1
OG0046653	Oalv|OALVG00000017877.1
OG0046655	Oalv|OALVG00000003690.1
OG0046660	Oalv|OALVG00000021814.1
OG0046662	Oalv|OALVG00000013670.1
OG0046665	Oalv|OALVG00000021272.1
OG0046673	Oalv|OALVG00000005113.1
OG0046675	Oalv|OALVG00000022040.1
OG0046695	Oalv|OALVG00000011792.1
OG0046705	Oalv|OALVG00000021775.1
OG0046712	Oalv|OALVG00000015495.1
OG0046727	Oalv|OALVG00000005094.1
OG0046744	Oalv|OALVG00000005816.1
OG0046747	Oalv|OALVG00000002346.1
OG0046762	Oalv|OALVG00000021816.1
OG0046768	Oalv|OALVG00000031880.1
OG0046771	Oalv|OALVG00000026015.1
OG0046781	Oalv|OALVG00000023828.1
OG0046791	Oalv|OALVG00000017725.1
OG0046793	Oalv|OALVG00000011135.1
OG0046794	Oalv|OALVG00000027089.1
OG0046796	Oalv|OALVG00000022900.1
OG0046800	Oalv|OALVG00000007527.1
OG0046804	Oalv|OALVG00000015912.1
OG0046819	Oalv|OALVG00000011035.1
OG0046828	Oalv|OALVG00000030015.1
OG0046830	Oalv|OALVG00000002351.1
OG0046833	Oalv|OALVG00000007526.1
OG0046840	Oalv|OALVG00000016156.1
OG0046842	Oalv|OALVG00000008030.1
OG0046844	Oalv|OALVG00000016887.1
OG0046849	Oalv|OALVG00000017821.1
OG0046855	Oalv|OALVG00000028448.1
OG0046862	Oalv|OALVG00000030261.1
OG0046864	Oalv|OALVG00000007582.1
OG0046872	Oalv|OALVG00000019417.1
OG0046873	Oalv|OALVG00000011943.1
OG0048300	Oalv|OALVG00000026265.1
OG0049627	Oalv|OALVG00000001354.1
OG0049646	Oalv|OALVG00000001902.1
OG0049657	Oalv|OALVG00000002272.1
OG0049692	Oalv|OALVG00000004147.1
OG0049767	Oalv|OALVG00000007570.1
OG0049784	Oalv|OALVG00000008135.1
OG0049785	Oalv|OALVG00000008144.1
OG0049842	Oalv|OALVG00000010462.1
OG0049845	Oalv|OALVG00000010521.1
OG0049891	Oalv|OALVG00000011894.1
OG0049904	Oalv|OALVG00000012602.1
OG0049906	Oalv|OALVG00000012683.1
OG0049942	Oalv|OALVG00000014027.1
OG0049945	Oalv|OALVG00000014096.1
OG0049946	Oalv|OALVG00000014103.1
OG0049947	Oalv|OALVG00000014181.1
OG0049959	Oalv|OALVG00000014840.1
OG0049960	Oalv|OALVG00000014841.1
OG0049970	Oalv|OALVG00000015325.1
OG0049996	Oalv|OALVG00000016753.1
OG0050011	Oalv|OALVG00000017590.1
OG0050013	Oalv|OALVG00000017842.1
OG0050039	Oalv|OALVG00000019156.1
OG0050046	Oalv|OALVG00000019502.1
OG0050059	Oalv|OALVG00000020257.1
OG0050093	Oalv|OALVG00000022321.1
OG0050111	Oalv|OALVG00000023205.1
OG0050121	Oalv|OALVG00000023677.1
OG0050145	Oalv|OALVG00000025300.1
OG0050152	Oalv|OALVG00000025457.1
OG0050170	Oalv|OALVG00000026178.1
OG0050193	Oalv|OALVG00000027636.1
OG0050196	Oalv|OALVG00000027801.1
OG0050202	Oalv|OALVG00000028228.1
OG0050205	Oalv|OALVG00000028327.1
OG0050210	Oalv|OALVG00000028470.1
OG0050212	Oalv|OALVG00000028776.1
OG0050221	Oalv|OALVG00000029039.1
OG0050222	Oalv|OALVG00000029061.1
OG0050230	Oalv|OALVG00000029405.1
OG0050258	Oalv|OALVG00000031016.1
OG0050266	Oalv|OALVG00000031409.1
OG0050280	Oalv|OALVG00000032190.1
OG0050310	Oalv|OALVG00000033420.1
OG0050312	Oalv|OALVG00000033581.1
OG0050325	Oalv|OALVG00000034273.1
OG0050328	Oalv|OALVG00000034467.1
OG0050331	Oalv|OALVG00000034636.1
