FID	nb_genes	nb_species	origin	lost_sp	lost_taxa	expanded_tax
OG0021615	5	4	Lophotrochozoa	14	Gaeg,Bpla,Annelida,Ngen,Paus	
OG0021616	5	1	Cgig	0		
OG0021617	5	1	Cgig	0		
OG0021618	5	2	Bilateria	25	Deuterostomia,Arthropoda,Smed,Gastropoda,Bivalvia_cl1,Lophotrochozoa_cl1	
OG0021619	5	1	Cgig	0		
OG0021620	5	1	Cgig	0		
OG0021621	5	1	Cgig	0		
OG0021622	5	1	Cgig	0		
OG0021623	5	1	Cgig	0		
OG0021624	5	3	Mollusca	2	Gaeg,Bpla	
OG0021625	5	1	Cgig	0		
OG0021626	5	4	Nephrozoa	22	Skow,Chordata,Smar,Smed,Gastropoda,Bivalvia_cl1,Ofus,Dgyr,Siboglinidae,Ctel,Eand,Kryptotrochozoa	
OG0021627	5	4	Nephrozoa	22	Skow,Chordata,Arthropoda,Smed,Gastropoda,Bivalvia_cl1,Ofus,Dgyr,Lluy,Oalv,Ofra,Sedentaria_cl1,Kryptotrochozoa	
OG0021628	5	1	Cgig	0		
OG0021629	5	5	Lophotrochozoa	13	Gaeg,Bpla,Dgyr,Siboglinidae,Clitellata,Kryptotrochozoa	
OG0021630	5	3	Mollusca	2	Gaeg,Bpla	
OG0021631	5	5	Lophotrochozoa	13	Gaeg,Bpla,Annelida,Ngen	
OG0021632	5	1	Cgig	0		
OG0021633	5	4	Lophotrochozoa	14	Gastropoda,Bivalvia_cl1,Siboglinidae,Ctel,Hrob,Kryptotrochozoa	
OG0021634	5	1	Cgig	0		
OG0021635	5	3	Lophotrochozoa	15	Gaeg,Bivalvia_cl1,Ofus,Dgyr,Siboglinidae,Clitellata,Kryptotrochozoa	
OG0021636	5	4	Lophotrochozoa	14	Lgig,Bivalvia_cl1,Annelida_cl1,Ngen,Lana	
OG0021637	5	2	Nephrozoa	24	Skow,Chordata,Arthropoda,Smed,Gastropoda,Bivalvia_cl1,Lophotrochozoa_cl1	
OG0021638	5	1	Cgig	0		
OG0021639	5	2	Lophotrochozoa	16	Gastropoda,Bivalvia_cl1,Annelida,Ngen,Lana	
OG0021640	5	4	Lophotrochozoa	14	Gastropoda,Bivalvia_cl1,Ofus,Dgyr,Pech,Rpac,Ofra,Ctel,Eand,Kryptotrochozoa	
OG0021641	5	3	Nephrozoa	23	Spur,Chordata,Arthropoda,Smed,Gastropoda,Bivalvia_cl1,Annelida,Lophophorata	
OG0021642	5	2	Bivalvia	1	Bpla	
OG0021643	5	4	Lophotrochozoa	14	Gaeg,Bivalvia_cl1,Annelida,Ngen	
OG0021644	5	4	Lophotrochozoa	14	Gastropoda,Bivalvia_cl1,Dgyr,Siboglinidae,Clitellata,Ngen,Paus	
OG0021645	5	2	Lophotrochozoa	16	Gastropoda,Bivalvia_cl1,Annelida_cl1,Kryptotrochozoa	
OG0021646	5	1	Cgig	0		
OG0021647	5	3	Lophotrochozoa	15	Gaeg,Bivalvia_cl1,Annelida,Ngen,Lana	
OG0021648	5	2	Bivalvia	1	Bpla	
OG0021649	5	1	Cgig	0		
OG0021650	5	1	Cgig	0		
OG0021651	5	3	Lophotrochozoa	15	Gaeg,Bivalvia_cl1,Annelida,Lophophorata	
OG0021652	5	1	Cgig	0		
OG0021653	5	2	Lophotrochozoa	16	Gastropoda,Bivalvia_cl1,Annelida,Lophophorata	
OG0021654	5	2	Lophotrochozoa	16	Gastropoda,Bivalvia_cl1,Annelida,Ngen,Lana	
OG0021655	5	2	Lophotrochozoa	16	Gastropoda,Bivalvia_cl1,Annelida,Lophophorata	
OG0021656	5	1	Cgig	0		
OG0021657	5	5	Lophotrochozoa	13	Gastropoda,Bivalvia_cl1,Ofus,Dgyr,Vestimentifera_cl2,Clitellata,Kryptotrochozoa	
OG0021658	5	4	Nephrozoa	22	Skow,Chordata,Smar,Smed,Gaeg,Bivalvia_cl1,Lophotrochozoa_cl1	
OG0021659	5	2	Lophotrochozoa	16	Gastropoda,Bivalvia_cl1,Annelida,Ngen,Paus	
OG0021660	5	5	Lophotrochozoa	13	Gaeg,Bivalvia_cl1,Ofus,Vestimentifera_cl1,Ofra,Sedentaria_cl1,Ngen,Paus	
OG0021661	5	1	Cgig	0		
OG0021662	5	2	Bivalvia	1	Bpla	
OG0021663	5	1	Cgig	0		
OG0021664	5	1	Cgig	0		
OG0021665	5	2	Bivalvia	1	Bpla	
OG0021666	5	1	Cgig	0		
OG0021667	5	2	Mollusca	3	Lgig,Bivalvia_cl1	
OG0021668	5	2	Lophotrochozoa	16	Gastropoda,Bivalvia_cl1,Annelida,Lophophorata	
OG0021669	5	2	Lophotrochozoa	16	Gastropoda,Bivalvia_cl1,Annelida,Lophophorata	
OG0021670	5	3	Nephrozoa	23	Skow,Chordata,Arthropoda,Smed,Gastropoda,Bivalvia_cl1,Ofus,Dgyr,Vestimentifera_cl1,Ofra,Sedentaria_cl1,Kryptotrochozoa	
OG0021671	5	1	Cgig	0		
OG0021672	5	2	Lophotrochozoa	16	Gastropoda,Bivalvia_cl1,Annelida_cl1,Kryptotrochozoa	
OG0021673	5	5	Nephrozoa	21	Skow,Chordata,Arthropoda,Smed,Bivalvia_cl1,Ofus,Dgyr,Vestimentifera_cl1,Ofra,Sedentaria_cl1,Kryptotrochozoa	
OG0021674	5	2	Bivalvia	1	Bpla	
OG0021675	5	1	Cgig	0		
OG0021676	5	4	Protostomia	17	Smar,Smed,Gaeg,Bpla,Lophotrochozoa_cl1	
OG0021677	5	3	Mollusca	2	Gaeg,Bpla	
OG0021678	5	5	Lophotrochozoa	13	Lgig,Bivalvia_cl1,Ofus,Dgyr,Vestimentifera_cl2,Ofra,Sedentaria_cl1,Ngen,Paus	
OG0021679	5	1	Cgig	0		
OG0021680	5	2	Mollusca	3	Lgig,Bivalvia_cl1	
OG0021681	5	2	Bivalvia	1	Bpla	
OG0021682	5	3	Lophotrochozoa	15	Lgig,Bivalvia_cl1,Annelida,Ngen,Paus	
OG0021683	5	1	Cgig	0		
OG0021684	5	4	Lophotrochozoa	14	Gastropoda,Bivalvia_cl1,Ofus,Dgyr,Rpac,Ofra,Sedentaria_cl1,Kryptotrochozoa	
OG0021685	5	3	Lophotrochozoa	15	Gaeg,Bivalvia_cl1,Annelida,Lophophorata	
OG0021686	5	5	Lophotrochozoa	13	Lgig,Bivalvia_cl1,Ofus,Dgyr,Lluy,Ofra,Sedentaria_cl1,Kryptotrochozoa	
OG0021687	5	5	Eumetazoa	23	Hmia,Deuterostomia,Arthropoda,Smed,Gastropoda,Bivalvia_cl1,Ofus,Dgyr,Pech,Rpac,Sedentaria_cl1,Kryptotrochozoa	
OG0021688	5	3	Lophotrochozoa	15	Gastropoda,Bpla,Annelida,Lophophorata	
OG0021689	5	1	Cgig	0		
OG0021690	5	3	Nephrozoa	23	Skow,Chordata,Arthropoda,Smed,Gastropoda,Bivalvia_cl1,Annelida,Lophophorata	
OG0021691	5	3	Lophotrochozoa	15	Gaeg,Bivalvia_cl1,Annelida,Lophophorata	
OG0021692	5	2	Bivalvia	1	Bpla	
OG0021693	5	2	Mollusca	3	Gaeg,Bivalvia_cl1	
OG0021694	5	4	Nephrozoa	22	Skow,Chordata,Arthropoda,Smed,Gastropoda,Bivalvia_cl1,Ofus,Dgyr,Siboglinidae,Clitellata,Ngen,Paus	
OG0021695	5	3	Lophotrochozoa	15	Gastropoda,Bivalvia_cl1,Annelida_cl1,Lophophorata	
OG0021696	5	4	Lophotrochozoa	14	Gastropoda,Bpla,Annelida,Ngen	
OG0021697	5	4	Lophotrochozoa	14	Lgig,Bpla,Annelida_cl1,Kryptotrochozoa	
OG0021698	5	2	Mollusca	3	Lgig,Bivalvia_cl1	
OG0021699	5	3	Protostomia	18	Tcas,Smed,Gastropoda,Bivalvia_cl1,Ofus,Dgyr,Lluy,Vestimentifera_cl2,Ofra,Sedentaria_cl1,Kryptotrochozoa	
OG0021700	5	5	Lophotrochozoa	13	Gastropoda,Bivalvia_cl1,Ofus,Dgyr,Lluy,Pech,Ofra,Ctel,Kryptotrochozoa	
OG0021701	5	3	Lophotrochozoa	15	Gastropoda,Bpla,Annelida,Ngen,Paus	
OG0021702	5	5	Lophotrochozoa	13	Gaeg,Bpla,Annelida,Ngen	
OG0021703	5	5	Nephrozoa	21	Skow,Chordata,Arthropoda,Smed,Lgig,Bivalvia_cl1,Ofus,Dgyr,Lluy,Vestimentifera_cl2,Ofra,Sedentaria_cl1,Lophophorata	
OG0021704	5	4	Lophotrochozoa	14	Lgig,Bpla,Annelida,Ngen,Paus	
OG0021705	5	3	Nephrozoa	23	Ambulacraria,Blan,Hsap,Arthropoda,Smed,Gastropoda,Bpla,Lophotrochozoa_cl1	
OG0021706	5	3	Spiralia	16	Gastropoda,Bivalvia_cl1,Annelida,Ngen,Paus	
OG0021707	5	4	Lophotrochozoa	14	Bivalvia_cl1,Annelida_cl1,Kryptotrochozoa	
OG0021708	5	3	Lophotrochozoa	15	Gastropoda,Bpla,Annelida,Lophophorata	
OG0021709	5	2	Sedentaria	6	Vestimentifera_cl1,Ofra,Clitellata	
OG0021710	5	2	Lophotrochozoa_cl1	11	Ofus,Dgyr,Siboglinidae,Clitellata,Ngen,Paus	
OG0021711	5	4	Annelida_cl1	5	Pech,Rpac,Ofra,Clitellata	
OG0021712	5	2	Lophotrochozoa_cl1	11	Ofus,Dgyr,Siboglinidae,Clitellata,Ngen,Paus	
OG0021713	5	5	Sedentaria	3	Ofra,Clitellata	
OG0021714	5	1	Ctel	0		
OG0021715	5	1	Ctel	0		
OG0021716	5	1	Ctel	0		
OG0021717	5	1	Ctel	0		
OG0021718	5	5	Sedentaria	3	Ofra,Clitellata	
OG0021719	5	1	Ctel	0		
OG0021720	5	1	Ctel	0		
OG0021721	5	5	Lophotrochozoa	13	Gaeg,Bivalvia,Ofus,Dgyr,Lluy,Pech,Ofra,Clitellata,Ngen,Paus	
OG0021722	5	1	Ctel	0		
OG0021723	5	5	Annelida	5	Dgyr,Pech,Ofra,Clitellata	
OG0021724	5	2	Lophotrochozoa_cl1	11	Ofus,Dgyr,Siboglinidae,Clitellata,Lophophorata	
OG0021725	5	4	Lophotrochozoa_cl1	9	Ofus,Dgyr,Pech,Oalv,Ofra,Clitellata,Lophophorata	
OG0021726	5	2	Annelida	8	Dgyr,Siboglinidae,Clitellata	
OG0021727	5	3	Annelida_cl1	6	Siboglinidae,Hrob	
OG0021728	5	5	Nephrozoa	21	Spur,Chordata,Arthropoda,Smed,Mollusca,Ofus,Dgyr,Pech,Oalv,Ofra,Clitellata,Lophophorata	
OG0021729	5	4	Sedentaria	4	Pech,Ofra,Clitellata	
OG0021730	5	1	Ctel	0		
OG0021731	5	1	Ctel	0		
OG0021732	5	2	Lophotrochozoa_cl1	11	Ofus,Dgyr,Siboglinidae,Clitellata,Lophophorata	
OG0021733	5	1	Ctel	0		
OG0021734	5	1	Ctel	0		
OG0021735	5	1	Ctel	0		
OG0021736	5	5	Sedentaria	3	Pech,Clitellata	
OG0021737	5	2	Sedentaria_cl1	1	Hrob	
OG0021738	5	1	Ctel	0		
OG0021739	5	5	Annelida_cl1	4	Pech,Oalv,Ofra,Hrob	
OG0021740	5	4	Sedentaria	4	Pech,Ofra,Clitellata	
OG0021741	5	1	Ctel	0		
OG0021742	5	1	Ctel	0		
OG0021743	5	1	Ctel	0		
OG0021744	5	5	Sedentaria	3	Ofra,Clitellata	
OG0021745	5	5	Annelida_cl1	4	Pech,Ofra,Clitellata	
OG0021746	5	1	Ctel	0		
OG0021747	5	2	Sedentaria_cl1	1	Eand	
OG0021748	5	1	Ctel	0		
OG0021749	5	1	Ctel	0		
OG0021750	5	2	Sedentaria_cl1	1	Hrob	
OG0021751	5	5	Sedentaria	3	Pech,Clitellata	
OG0021752	5	4	Lophotrochozoa	14	Cgig,Bpla,Ofus,Dgyr,Siboglinidae,Clitellata,Kryptotrochozoa	
OG0021753	5	5	Sedentaria	3	Ofra,Clitellata	
OG0021754	5	1	Ctel	0		
OG0021755	5	1	Ctel	0		
OG0021756	5	1	Ctel	0		
OG0021757	5	2	Sedentaria	6	Vestimentifera,Clitellata	
OG0021758	5	2	Lophotrochozoa_cl1	11	Ofus,Dgyr,Siboglinidae,Clitellata,Ngen,Lana	
OG0021759	5	1	Ctel	0		
OG0021760	5	3	Lophotrochozoa	15	Gaeg,Bivalvia,Ofus,Dgyr,Siboglinidae,Clitellata,Lophophorata	
OG0021761	5	1	Ctel	0		
OG0021762	5	1	Ctel	0		
OG0021763	5	1	Ctel	0		
OG0021764	5	1	Ctel	0		
OG0021765	5	2	Lophotrochozoa	16	Gaeg,Bivalvia,Ofus,Dgyr,Siboglinidae,Clitellata,Kryptotrochozoa	
OG0021766	5	1	Ctel	0		
OG0021767	5	1	Ctel	0		
OG0021768	5	1	Ctel	0		
OG0021769	5	4	Lophotrochozoa_cl1	9	Ofus,Vestimentifera_cl1,Ofra,Clitellata,Lophophorata	
OG0021770	5	1	Ctel	0		
OG0021771	5	2	Sedentaria	6	Vestimentifera_cl1,Ofra,Clitellata	
OG0021772	5	1	Ctel	0		
OG0021773	5	1	Ctel	0		
OG0021774	5	5	Lophotrochozoa_cl1	8	Ofus,Dgyr,Pech,Ofra,Clitellata,Lophophorata	
OG0021775	5	1	Ctel	0		
OG0021776	5	3	Lophotrochozoa_cl1	10	Ofus,Dgyr,Vestimentifera_cl1,Ofra,Clitellata,Lophophorata	
OG0021777	5	1	Ctel	0		
OG0021778	5	2	Sedentaria_cl1	1	Eand	
OG0021779	5	1	Ctel	0		
OG0021780	5	1	Ctel	0		
OG0021781	5	1	Ctel	0		
OG0021782	5	1	Ctel	0		
OG0021783	5	1	Ctel	0		
OG0021784	5	1	Ctel	0		
OG0021785	5	5	Sedentaria	3	Pech,Ofra,Eand	
OG0021786	5	1	Ctel	0		
OG0021787	5	5	Sedentaria	3	Ofra,Clitellata	
OG0021788	5	1	Ctel	0		
OG0021789	5	4	Protostomia	17	Smar,Smed,Mollusca,Siboglinidae,Clitellata,Kryptotrochozoa	
OG0021790	5	3	Annelida_cl1	6	Siboglinidae,Hrob	
OG0021791	5	3	Sedentaria_cl1	0		
OG0021792	5	2	Annelida_cl1	7	Siboglinidae,Clitellata	
OG0021793	5	3	Lophotrochozoa_cl1	10	Ofus,Dgyr,Siboglinidae,Hrob,Ngen,Paus	
OG0021794	5	1	Ctel	0		
OG0021795	5	5	Sedentaria	3	Ofra,Clitellata	
OG0021796	5	1	Ctel	0		
OG0021797	5	1	Ctel	0		
OG0021798	5	5	Sedentaria	3	Ofra,Clitellata	
OG0021799	5	5	Sedentaria	3	Pech,Ofra,Hrob	
OG0021800	5	1	Ctel	0		
OG0021801	5	4	Sedentaria	4	Rpac,Ofra,Clitellata	
OG0021802	5	1	Ctel	0		
OG0021803	5	1	Ctel	0		
OG0021804	5	1	Ctel	0		
OG0021805	5	4	Lophotrochozoa	14	Gastropoda,Cgig,Bpla,Ofus,Dgyr,Vestimentifera_cl2,Ofra,Clitellata,Kryptotrochozoa	
OG0021806	5	1	Ctel	0		
OG0021807	5	1	Ctel	0		
OG0021808	5	1	Ctel	0		
OG0021809	5	5	Sedentaria	3	Ofra,Clitellata	
OG0021810	5	4	Lophotrochozoa_cl1	9	Dgyr,Siboglinidae,Hrob,Lophophorata	
OG0021811	5	5	Lophotrochozoa_cl1	8	Ofus,Dgyr,Lluy,Pech,Oalv,Ofra,Hrob,Paus	
OG0021812	5	1	Ctel	0		
OG0021813	5	1	Ctel	0		
OG0021814	5	2	Sedentaria	6	Vestimentifera_cl1,Ofra,Clitellata	
OG0021815	5	1	Ctel	0		
OG0021816	5	1	Ctel	0		
OG0021817	5	1	Ctel	0		
OG0021818	5	1	Ctel	0		
OG0021819	5	4	Sedentaria	4	Lluy,Vestimentifera_cl2,Ofra	
OG0021820	5	5	Nephrozoa	21	Skow,Chordata,Arthropoda,Smed,Gaeg,Bivalvia,Ofus,Dgyr,Vestimentifera,Eand,Kryptotrochozoa	
OG0021821	5	5	Sedentaria	3	Ofra,Clitellata	
OG0021822	5	1	Ctel	0		
OG0021823	5	5	Spiralia	14	Mollusca,Dgyr,Siboglinidae,Clitellata,Paus	
OG0021824	5	5	Sedentaria	3	Ofra,Clitellata	
OG0021825	5	3	Spiralia	16	Mollusca,Dgyr,Siboglinidae,Clitellata,Kryptotrochozoa	
OG0021826	5	3	Lophotrochozoa_cl1	10	Ofus,Dgyr,Siboglinidae,Clitellata,Ngen	
OG0021827	5	5	Sedentaria	3	Oalv,Ofra,Hrob	
OG0021828	5	1	Ctel	0		
OG0021829	5	5	Sedentaria	3	Pech,Clitellata	
OG0021830	5	3	Sedentaria	5	Pech,Rpac,Ofra,Clitellata	
OG0021831	5	5	Sedentaria	3	Pech,Clitellata	
OG0021832	5	2	Sedentaria_cl1	1	Hrob	
OG0021833	5	1	Ctel	0		
OG0021834	5	2	Sedentaria_cl1	1	Eand	
OG0021835	5	4	Nephrozoa	22	Skow,Chordata,Arthropoda,Smed,Mollusca,Ofus,Dgyr,Siboglinidae,Hrob,Lophophorata	
OG0021836	5	5	Sedentaria	3	Pech,Clitellata	
OG0021837	5	1	Ctel	0		
OG0021838	5	1	Ctel	0		
OG0021839	5	1	Ctel	0		
OG0021840	5	3	Protostomia	18	Smar,Smed,Mollusca,Ofus,Dgyr,Vestimentifera,Clitellata,Kryptotrochozoa	
OG0021841	5	3	Nephrozoa	23	Spur,Chordata,Arthropoda,Smed,Mollusca,Ofus,Dgyr,Lluy,Vestimentifera_cl2,Ofra,Clitellata,Kryptotrochozoa	
OG0021842	5	5	Eumetazoa	23	Hmia,Spur,Chordata,Arthropoda,Smed,Mollusca,Dgyr,Vestimentifera_cl1,Ofra,Clitellata,Kryptotrochozoa	
OG0021843	5	4	Lophotrochozoa	14	Gaeg,Bivalvia,Ofus,Dgyr,Siboglinidae,Clitellata,Lana	
OG0021844	5	5	Sedentaria	3	Ofra,Clitellata	
OG0021845	5	2	Lophotrochozoa	16	Gastropoda,Cgig,Bpla,Ofus,Dgyr,Siboglinidae,Clitellata,Kryptotrochozoa	
OG0021846	5	5	Sedentaria	3	Ofra,Clitellata	
OG0021847	5	3	Lophotrochozoa_cl1	10	Ofus,Dgyr,Siboglinidae,Eand,Ngen,Paus	
OG0021848	5	2	Sedentaria_cl1	1	Hrob	
OG0021849	5	1	Ctel	0		
OG0021850	5	4	Sedentaria	4	Pech,Ofra,Clitellata	
OG0021851	5	1	Ctel	0		
OG0021852	5	5	Sedentaria	3	Ofra,Clitellata	
OG0021853	5	4	Nephrozoa	22	Chordata,Arthropoda,Smed,Mollusca,Ofus,Dgyr,Siboglinidae,Clitellata,Lophophorata	
OG0021854	5	5	Sedentaria	3	Pech,Clitellata	
OG0021855	5	2	Sedentaria_cl1	1	Eand	
OG0021856	5	4	Lophotrochozoa_cl1	9	Ofus,Siboglinidae,Hrob,Lophophorata	
OG0021857	5	1	Ctel	0		
OG0021858	5	5	Annelida_cl1	4	Pech,Ofra,Clitellata	
OG0021859	5	4	Sedentaria	4	Pech,Ofra,Clitellata	
OG0021860	5	3	Annelida_cl1	6	Siboglinidae,Hrob	
OG0021861	5	4	Annelida	6	Siboglinidae,Hrob	
OG0021862	5	3	Lophotrochozoa	15	Gastropoda,Cgig,Bpla,Dgyr,Siboglinidae,Clitellata,Kryptotrochozoa	
OG0021863	5	2	Sedentaria	6	Vestimentifera,Clitellata	
OG0021864	5	1	Ctel	0		
OG0021865	5	3	Lophotrochozoa_cl1	10	Dgyr,Siboglinidae,Clitellata,Ngen,Paus	
OG0021866	5	5	Sedentaria	3	Ofra,Clitellata	
OG0021867	5	3	Eumetazoa	25	Hmia,Deuterostomia,Arthropoda,Smed,Mollusca,Ofus,Dgyr,Siboglinidae,Clitellata,Lophophorata	
OG0021868	5	5	Nephrozoa	21	Chordata,Arthropoda,Smed,Gaeg,Bivalvia,Ofus,Dgyr,Siboglinidae,Clitellata,Lophophorata	
OG0021869	5	1	Ctel	0		
OG0021870	5	3	Sedentaria	5	Vestimentifera_cl2,Ofra,Clitellata	
OG0021871	5	2	Lophotrochozoa_cl1	11	Ofus,Dgyr,Siboglinidae,Clitellata,Lophophorata	
OG0021872	5	1	Ctel	0		
OG0021873	5	2	Sedentaria	6	Lluy,Pech,Rpac,Ofra,Clitellata	
OG0021874	5	2	Lophotrochozoa_cl1	11	Ofus,Dgyr,Siboglinidae,Clitellata,Ngen,Paus	
OG0021875	5	2	Annelida_cl1	7	Siboglinidae,Clitellata	
OG0021876	5	5	Sedentaria	3	Ofra,Clitellata	
OG0021877	5	3	Nephrozoa	23	Skow,Chordata,Arthropoda,Smed,Mollusca,Ofus,Dgyr,Siboglinidae,Clitellata,Ngen,Lana	
OG0021878	5	2	Bilateria	25	Deuterostomia,Arthropoda,Smed,Mollusca,Ofus,Dgyr,Siboglinidae,Clitellata,Kryptotrochozoa	
OG0021879	5	5	Sedentaria	3	Pech,Clitellata	
OG0021880	5	5	Annelida	5	Dgyr,Pech,Ofra,Clitellata	
OG0021881	5	5	Sedentaria	3	Ofra,Clitellata	
OG0021882	5	4	Lophotrochozoa	14	Gaeg,Bivalvia,Dgyr,Siboglinidae,Clitellata,Ngen,Paus	
OG0021883	5	2	Lophotrochozoa_cl1	11	Ofus,Dgyr,Siboglinidae,Clitellata,Ngen,Lana	
OG0021884	5	5	Sedentaria	3	Pech,Clitellata	
OG0021885	5	5	Sedentaria	3	Ofra,Clitellata	
OG0021886	5	2	Annelida	8	Dgyr,Siboglinidae,Clitellata	
OG0021887	5	2	Annelida_cl1	7	Siboglinidae,Clitellata	
OG0021888	5	5	Sedentaria	3	Ofra,Clitellata	
OG0021889	5	5	Sedentaria	3	Oalv,Clitellata	
OG0021890	5	5	Lophotrochozoa	13	Bivalvia,Ofus,Dgyr,Lluy,Pech,Rpac,Ofra,Clitellata,Ngen,Lana	
OG0021891	5	4	Lophotrochozoa_cl1	9	Ofus,Dgyr,Pech,Oalv,Ofra,Clitellata,Lophophorata	
OG0021892	5	2	Nephrozoa	24	Skow,Chordata,Arthropoda,Smed,Mollusca,Ofus,Dgyr,Siboglinidae,Clitellata,Kryptotrochozoa	
OG0021893	5	3	Lophotrochozoa_cl1	10	Ofus,Dgyr,Siboglinidae,Clitellata,Paus	
OG0021894	5	4	Lophotrochozoa_cl1	9	Dgyr,Siboglinidae,Clitellata,Paus	
OG0021895	5	4	Lophotrochozoa_cl1	9	Ofus,Dgyr,Pech,Oalv,Ofra,Clitellata,Ngen,Paus	
OG0021896	5	1	Ctel	0		
OG0021897	5	3	Annelida	7	Dgyr,Siboglinidae,Hrob	
OG0021898	5	1	Ctel	0		
OG0021899	5	5	Sedentaria	3	Oalv,Clitellata	
OG0021900	5	5	Sedentaria	3	Ofra,Clitellata	
OG0021901	5	5	Lophotrochozoa	13	Gaeg,Bivalvia,Ofus,Dgyr,Lluy,Ofra,Clitellata,Kryptotrochozoa	
OG0021902	5	5	Sedentaria	3	Pech,Clitellata	
OG0021903	5	2	Nephrozoa	24	Skow,Chordata,Arthropoda,Smed,Mollusca,Ofus,Dgyr,Siboglinidae,Clitellata,Kryptotrochozoa	
OG0021904	5	3	Eumetazoa	25	Hmia,Deuterostomia,Arthropoda,Smed,Mollusca,Ofus,Dgyr,Siboglinidae,Clitellata,Lophophorata	
OG0021905	5	2	Lophotrochozoa_cl1	11	Ofus,Dgyr,Siboglinidae,Clitellata,Lophophorata	
OG0021906	5	2	Lophotrochozoa_cl1	11	Ofus,Dgyr,Siboglinidae,Clitellata,Lophophorata	
OG0021907	5	5	Sedentaria	3	Ofra,Clitellata	
OG0021908	5	3	Sedentaria_cl1	0		
OG0021909	5	4	Sedentaria	4	Pech,Ofra,Clitellata	
OG0021910	5	1	Ctel	0		
OG0021911	5	5	Lophotrochozoa_cl1	8	Ofus,Dgyr,Pech,Ofra,Clitellata,Ngen,Lana	
OG0021912	5	2	Lophotrochozoa_cl1	11	Ofus,Dgyr,Siboglinidae,Clitellata,Lophophorata	
OG0021913	5	5	Bilateria	22	Deuterostomia,Arthropoda,Smed,Cgig,Bpla,Ofus,Dgyr,Siboglinidae,Clitellata,Kryptotrochozoa	
OG0021914	5	2	Sedentaria	6	Vestimentifera,Clitellata	
OG0021915	5	1	Ctel	0		
OG0021916	5	5	Annelida	5	Dgyr,Pech,Ofra,Clitellata	
OG0021917	5	5	Lophotrochozoa	13	Lgig,Bivalvia,Ofus,Dgyr,Lluy,Ofra,Clitellata,Kryptotrochozoa	
OG0021918	5	4	Nephrozoa	22	Ambulacraria,Blan,Locu,Arthropoda,Mollusca,Ofus,Dgyr,Siboglinidae,Clitellata,Ngen,Lana	
OG0021919	5	3	Lophotrochozoa_cl1	10	Dgyr,Siboglinidae,Clitellata,Ngen,Paus	
OG0021920	5	3	Bilateria	24	Deuterostomia,Arthropoda,Smed,Mollusca,Ofus,Dgyr,Siboglinidae,Clitellata,Lophophorata	
OG0021921	5	5	Sedentaria	3	Ofra,Clitellata	
OG0021922	5	4	Nephrozoa	22	Ambulacraria,Blan,Hsap,Tcas,Smed,Mollusca,Ofus,Dgyr,Vestimentifera_cl1,Ofra,Clitellata,Kryptotrochozoa	
OG0021923	5	3	Spiralia	16	Mollusca,Ofus,Dgyr,Siboglinidae,Clitellata,Ngen,Paus	
OG0021924	5	1	Ctel	0		
OG0021925	5	4	Sedentaria	4	Pech,Oalv,Ofra,Eand	
OG0021926	5	3	Lophotrochozoa	15	Gaeg,Bivalvia,Ofus,Dgyr,Siboglinidae,Clitellata,Lophophorata	
OG0021927	5	3	Annelida	7	Dgyr,Siboglinidae,Eand	
OG0021928	5	5	Sedentaria	3	Rpac,Clitellata	
OG0021929	5	5	Eumetazoa	23	Hmia,Deuterostomia,Smar,Smed,Mollusca,Ofus,Dgyr,Lluy,Vestimentifera_cl2,Ofra,Eand,Kryptotrochozoa	
OG0021930	5	1	Ctel	0		
OG0021931	5	2	Lophotrochozoa	16	Lgig,Bivalvia,Ofus,Dgyr,Siboglinidae,Clitellata,Kryptotrochozoa	
OG0021932	5	5	Lophotrochozoa	13	Lgig,Bivalvia,Dgyr,Siboglinidae,Clitellata,Paus	
OG0021933	5	3	Sedentaria_cl1	0		
OG0021934	5	5	Sedentaria	3	Ofra,Clitellata	
OG0021935	5	2	Protostomia	19	Smar,Smed,Mollusca,Ofus,Dgyr,Siboglinidae,Clitellata,Kryptotrochozoa	
OG0021936	5	5	Sedentaria	3	Pech,Clitellata	
OG0021937	5	1	Ctel	0		
OG0021938	5	2	Sedentaria_cl1	1	Hrob	
OG0021939	5	1	Ctel	0		
OG0021940	5	3	Nephrozoa	23	Chordata,Arthropoda,Smed,Mollusca,Ofus,Dgyr,Siboglinidae,Clitellata,Kryptotrochozoa	
OG0021941	5	5	Sedentaria	3	Pech,Clitellata	
OG0021942	5	5	Sedentaria	3	Pech,Clitellata	
OG0021943	5	4	Bilateria	23	Deuterostomia,Arthropoda,Smed,Mollusca,Dgyr,Lluy,Vestimentifera_cl2,Ofra,Clitellata,Kryptotrochozoa	
OG0021944	5	2	Lophotrochozoa_cl1	11	Ofus,Dgyr,Siboglinidae,Clitellata,Lophophorata	
OG0021945	5	5	Sedentaria	3	Pech,Ofra,Hrob	
OG0021946	5	3	Eumetazoa	25	Deuterostomia,Arthropoda,Smed,Mollusca,Ofus,Dgyr,Siboglinidae,Clitellata,Kryptotrochozoa	
OG0021947	5	4	Lophotrochozoa	14	Gastropoda,Cgig,Bpla,Ofus,Dgyr,Siboglinidae,Clitellata,Paus	
OG0021948	5	2	Bilateria	25	Deuterostomia,Arthropoda,Smed,Mollusca,Ofus,Dgyr,Siboglinidae,Clitellata,Kryptotrochozoa	
