Orthogroup	Panther_annotation
OG0051536	 NO HIT
OG0051574	 NO HIT
OG0051576	 OLFACTORY RECEPTOR
OG0051601	 NO HIT
OG0051602	 NO HIT
OG0051616	 SUBFAMILY NOT NAMED
OG0051618	 NO HIT
OG0051621	 FIBRINOGEN/TENASCIN/ANGIOPOEITIN
OG0051639	 NO HIT
OG0051641	 PARAOXONASE
OG0051654	 KINESIN-LIKE PROTEIN
OG0051669	 FIBRINOGEN/TENASCIN/ANGIOPOEITIN
OG0051671	 NO HIT
OG0051675	 E3 UBIQUITIN-PROTEIN LIGASE CCNB1IP1 HOMOLOG
OG0051689	 PRESENILIN-2
OG0051691	 SODIUM CHANNEL PROTEIN 60E
OG0051700	 NO HIT
OG0051704	 NO HIT
OG0051708	 NO HIT
OG0051711	 NO HIT
OG0051721	 NO HIT
OG0051732	 NO HIT
OG0051735	 NO HIT
OG0051740	 NO HIT
OG0051750	 CAMP AND CAMP-INHIBITED CGMP 3' 5'-CYCLIC PHOSPHODIESTERASE 10A
OG0051754	 NO HIT
OG0051756	 NO HIT
OG0051761	 ATP-BINDING CASSETTE SUB-FAMILY B (MDR/TAP) MEMBER 4
OG0051769	 NO HIT
OG0051772	 PROTEIN CBG00445
OG0051797	 SI:CH73-281K2.5
OG0051798	 NO HIT
OG0051808	 NO HIT
OG0051924	 NO HIT
OG0051941	 SUBFAMILY NOT NAMED
OG0051974	 SET AND MYND DOMAIN-CONTAINING PROTEIN 4
OG0052099	 EUKARYOTIC TRANSLATION INITIATION FACTOR 2-ALPHA KINASE 1-RELATED
OG0052112	 SUBFAMILY NOT NAMED
