OG0000121	Rpac|RPACG00000027878.1
OG0046713	Rpac|RPACG00000010338.1
OG0046722	Rpac|RPACG00000020926.1
OG0046735	Rpac|RPACG00000033055.1
OG0046740	Rpac|RPACG00000035873.1
OG0046746	Rpac|RPACG00000003296.1
OG0046748	Rpac|RPACG00000003292.1
OG0046751	Rpac|RPACG00000034864.1
OG0046755	Rpac|RPACG00000028549.1
OG0046759	Rpac|RPACG00000032414.1
OG0046760	Rpac|RPACG00000013588.1
OG0046769	Rpac|RPACG00000036810.1
OG0046772	Rpac|RPACG00000025630.1
OG0046774	Rpac|RPACG00000010179.1
OG0046776	Rpac|RPACG00000002018.1
OG0046777	Rpac|RPACG00000027246.1
OG0046786	Rpac|RPACG00000030684.1
OG0046787	Rpac|RPACG00000011187.1
OG0046788	Rpac|RPACG00000011183.1
OG0046789	Rpac|RPACG00000033523.1
OG0046790	Rpac|RPACG00000015197.1
OG0046792	Rpac|RPACG00000022270.1
OG0046805	Rpac|RPACG00000032478.1
OG0046808	Rpac|RPACG00000021576.1
OG0046809	Rpac|RPACG00000013594.1
OG0046812	Rpac|RPACG00000029761.1
OG0046815	Rpac|RPACG00000004349.1
OG0046817	Rpac|RPACG00000000772.1
OG0046818	Rpac|RPACG00000016925.1
OG0046829	Rpac|RPACG00000021579.1
OG0046853	Rpac|RPACG00000031815.1
OG0046856	Rpac|RPACG00000034997.1
OG0046858	Rpac|RPACG00000013291.1
OG0046859	Rpac|RPACG00000013150.1
OG0046860	Rpac|RPACG00000021146.1
OG0046863	Rpac|RPACG00000019661.1
OG0046866	Rpac|RPACG00000011184.1
OG0046867	Rpac|RPACG00000036954.1
OG0046870	Rpac|RPACG00000028190.1
OG0047604	Rpac|RPACG00000021927.1
OG0047620	Rpac|RPACG00000001449.1
OG0047793	Rpac|RPACG00000020274.1
OG0047796	Rpac|RPACG00000001617.1
OG0048585	Rpac|RPACG00000005285.1
OG0049050	Rpac|RPACG00000031782.1
OG0049095	Rpac|RPACG00000007101.1
OG0049170	Rpac|RPACG00000012052.1
OG0049177	Rpac|RPACG00000033860.1
OG0049347	Rpac|RPACG00000001503.1
OG0049475	Rpac|RPACG00000008028.1
OG0049562	Rpac|RPACG00000028110.1
OG0049589	Rpac|RPACG00000024692.1
OG0050423	Rpac|RPACG00000019128.1
OG0050562	Rpac|RPACG00000004760.1
OG0050581	Rpac|RPACG00000024473.1
OG0050590	Rpac|RPACG00000034216.1
OG0050832	Rpac|RPACG00000002406.1
OG0051292	Rpac|RPACG00000027211.1
OG0051481	Rpac|RPACG00000015862.1
OG0051484	Rpac|RPACG00000026778.1
OG0051486	Rpac|RPACG00000026769.1
OG0051515	Rpac|RPACG00000034660.1
OG0051518	Rpac|RPACG00000002056.1
OG0051521	Rpac|RPACG00000034307.1
OG0051536	Rpac|RPACG00000025444.1
OG0051574	Rpac|RPACG00000011994.1
OG0051576	Rpac|RPACG00000019407.1
OG0051601	Rpac|RPACG00000025240.1
OG0051602	Rpac|RPACG00000005671.1
OG0051616	Rpac|RPACG00000005993.1
OG0051618	Rpac|RPACG00000014966.1
OG0051621	Rpac|RPACG00000008265.1
OG0051639	Rpac|RPACG00000036742.1
OG0051641	Rpac|RPACG00000021328.1
OG0051654	Rpac|RPACG00000015186.1
OG0051669	Rpac|RPACG00000018453.1
OG0051671	Rpac|RPACG00000003183.1
OG0051675	Rpac|RPACG00000001086.1
OG0051689	Rpac|RPACG00000001164.1
OG0051691	Rpac|RPACG00000025832.1
OG0051700	Rpac|RPACG00000013021.1
OG0051704	Rpac|RPACG00000035792.1
OG0051708	Rpac|RPACG00000020808.1
OG0051711	Rpac|RPACG00000014208.1
OG0051721	Rpac|RPACG00000023644.1
OG0051732	Rpac|RPACG00000021085.1
OG0051735	Rpac|RPACG00000004067.1
OG0051740	Rpac|RPACG00000018548.1
OG0051750	Rpac|RPACG00000026762.1
OG0051754	Rpac|RPACG00000028177.1
OG0051756	Rpac|RPACG00000022013.1
OG0051761	Rpac|RPACG00000008225.1
OG0051769	Rpac|RPACG00000017655.1
OG0051772	Rpac|RPACG00000004176.1
OG0051797	Rpac|RPACG00000018451.1
OG0051798	Rpac|RPACG00000035641.1
OG0051808	Rpac|RPACG00000013326.1
OG0051924	Rpac|RPACG00000006625.1
OG0051941	Rpac|RPACG00000007113.1
OG0051974	Rpac|RPACG00000010184.1
OG0052099	Rpac|RPACG00000019182.1
OG0052112	Rpac|RPACG00000019741.1
