#Host
OALVG00000000005.1	K10660
OALVG00000029028.1	K01992
OALVG00000029062.1	K16467
OALVG00000029064.1	K16467
OALVG00000029065.1	K24146
OALVG00000029068.1	K09072
OALVG00000029071.1	K22804
OALVG00000029072.1	K14191
OALVG00000029072.1	K02528
OALVG00000029073.1	K24927
OALVG00000029074.1	K08740
OALVG00000029075.1	K08740
OALVG00000029076.1	K16740
OALVG00000029077.1	K06704
OALVG00000029078.1	K22657
OALVG00000029081.1	K01992
OALVG00000029082.1	K08104
OALVG00000029082.1	K01024
OALVG00000029084.1	K21449
OALVG00000029089.1	K01074
OALVG00000029090.1	K11493
OALVG00000029091.2	K01519
OALVG00000029096.1	K08789
OALVG00000029100.1	K12736
OALVG00000029100.1	K03768
OALVG00000029101.1	K12602
OALVG00000029102.1	K24934
OALVG00000029103.1	K24934
OALVG00000029106.1	K09454
OALVG00000029106.1	K06867
OALVG00000029112.1	K14379
OALVG00000029113.2	K14379
OALVG00000029115.1	K14379
OALVG00000029125.1	K06672
OALVG00000029127.1	K21437
OALVG00000029128.2	K19599
OALVG00000029141.1	K21424
OALVG00000029142.1	K21424
OALVG00000029150.1	K00791
OALVG00000029156.1	K01992
OALVG00000029174.1	K20780
OALVG00000029188.1	K09568
OALVG00000029188.1	K01802
OALVG00000029194.1	K09568
OALVG00000029194.1	K01802
OALVG00000029196.1	K10645
OALVG00000029206.1	K09542
OALVG00000029208.1	K09542
OALVG00000029209.1	K09542
OALVG00000029210.1	K15450
OALVG00000029211.1	K16804
OALVG00000029213.1	K15759
OALVG00000029214.1	K10688
OALVG00000029220.1	K18464
OALVG00000029221.1	K22754
OALVG00000029222.1	K22754
OALVG00000029223.1	K20293
OALVG00000029229.1	K24660
OALVG00000029230.1	K10589
OALVG00000029231.1	K01805
OALVG00000029234.1	K24341
OALVG00000029239.1	K22754
OALVG00000029240.1	K22754
OALVG00000029244.1	K09291
OALVG00000029245.1	K18629
OALVG00000029247.1	K17043
OALVG00000029249.1	K11343
OALVG00000029252.1	K06258
OALVG00000029253.1	K12877
OALVG00000029254.1	K23628
OALVG00000029255.1	K01187
OALVG00000029270.1	K01992
OALVG00000029277.1	K09397
OALVG00000029284.1	K10631
OALVG00000029285.1	K20098
OALVG00000029286.1	K12598
OALVG00000029287.1	K05360
OALVG00000029289.1	K07441
OALVG00000029290.1	K21842
OALVG00000029293.1	K07841
OALVG00000029298.1	K04402
OALVG00000029302.1	K01974
OALVG00000029303.1	K09699
OALVG00000029305.1	K14648
OALVG00000029309.1	K11324
OALVG00000029316.1	K04988
OALVG00000029318.1	K14010
OALVG00000029322.1	K02604
OALVG00000029322.1	K21844
OALVG00000029323.1	K10273
OALVG00000029329.1	K04380
OALVG00000029332.1	K15537
OALVG00000029334.1	K03033
OALVG00000029335.1	K22388
OALVG00000029336.1	K11224
OALVG00000029337.1	K02206
OALVG00000029337.1	K04563
OALVG00000029338.1	K00757
OALVG00000029341.1	K23405
OALVG00000029342.1	K12385
OALVG00000029343.1	K09584
OALVG00000029344.1	K13146
OALVG00000029346.1	K22017
OALVG00000029348.1	K22017
OALVG00000029351.1	K09362
OALVG00000029352.1	K09191
OALVG00000029354.1	K16578
OALVG00000029362.1	K03283
OALVG00000029362.1	K00432
OALVG00000029363.1	K16774
OALVG00000029365.1	K09228
OALVG00000029365.1	K09191
OALVG00000029366.1	K10800
OALVG00000029368.1	K10268
OALVG00000029376.1	K13156
OALVG00000029379.1	K10295
OALVG00000029387.1	K08076
OALVG00000029404.1	K00718
OALVG00000029406.1	K00718
OALVG00000029412.2	K24124
OALVG00000029420.1	K16498
OALVG00000029421.1	K16498
OALVG00000029422.1	K16498
OALVG00000029423.1	K10807
OALVG00000029423.1	K00525
OALVG00000029434.1	K20724
OALVG00000029450.1	K10693
OALVG00000029451.1	K02155
OALVG00000029452.1	K09488
OALVG00000029452.1	K04079
OALVG00000029455.1	K06061
OALVG00000029465.1	K14209
OALVG00000029466.1	K23460
OALVG00000029468.1	K08266
OALVG00000029500.1	K20412
OALVG00000029501.1	K20465
OALVG00000029501.1	K20123
OALVG00000029503.1	K09577
OALVG00000029503.1	K01802
OALVG00000029504.1	K08051
OALVG00000029506.1	K02105
OALVG00000029507.2	K09530
OALVG00000029509.1	K01992
OALVG00000029515.2	K24931
OALVG00000029518.1	K09207
OALVG00000029560.1	K08504
OALVG00000029561.1	K13963
OALVG00000029562.1	K13963
OALVG00000029563.1	K01992
OALVG00000029564.1	K12656
OALVG00000029565.1	K09191
OALVG00000029567.1	K23884
OALVG00000029569.1	K20463
OALVG00000029569.1	K06691
OALVG00000029571.1	K15691
OALVG00000029573.1	K08171
OALVG00000029583.1	K23798
OALVG00000029585.1	K24098
OALVG00000029587.1	K01966
OALVG00000029603.1	K13411
OALVG00000029606.1	K13411
OALVG00000029617.1	K10429
OALVG00000029618.1	K10699
OALVG00000029619.1	K12302
OALVG00000029619.1	K08193
OALVG00000029657.1	K01309
OALVG00000029658.1	K06053
OALVG00000029659.1	K25587
OALVG00000029660.1	K24242
OALVG00000029661.1	K16541
OALVG00000029662.1	K00911
OALVG00000029663.1	K03113
OALVG00000029664.1	K02583
OALVG00000029670.1	K25631
OALVG00000029671.1	K24173
OALVG00000029673.1	K11259
OALVG00000029674.1	K08175
OALVG00000029680.1	K15176
OALVG00000029682.1	K08701
OALVG00000029684.1	K00921
OALVG00000029693.1	K12826
OALVG00000029694.1	K19382
OALVG00000029700.1	K22017
OALVG00000029703.1	K22017
OALVG00000029706.1	K22017
OALVG00000029724.1	K24738
OALVG00000029755.1	K09228
OALVG00000029755.1	K09191
OALVG00000029758.1	K18468
OALVG00000029759.1	K20318
OALVG00000029760.1	K02263
OALVG00000029803.1	K15032
OALVG00000029805.1	K01425
OALVG00000029807.1	K16330
OALVG00000029807.1	K16329
OALVG00000029808.1	K14820
OALVG00000029822.1	K12855
OALVG00000029823.1	K00627
OALVG00000029828.1	K08076
OALVG00000029830.1	K18084
OALVG00000029831.1	K08332
OALVG00000029840.1	K02154
OALVG00000029850.1	K13696
OALVG00000029851.1	K01363
OALVG00000029855.2	K00763
OALVG00000029857.1	K19372
OALVG00000029858.1	K10391
OALVG00000029863.1	K14837
OALVG00000029865.1	K08076
OALVG00000029867.1	K06639
OALVG00000029868.1	K01322
OALVG00000029869.1	K18405
OALVG00000029870.1	K08202
OALVG00000029873.1	K22017
OALVG00000029887.1	K12301
OALVG00000029887.1	K08193
OALVG00000029890.1	K24539
OALVG00000029897.2	K03691
OALVG00000029898.1	K01992
OALVG00000029908.1	K14388
OALVG00000029908.1	K01992
OALVG00000029911.1	K14388
OALVG00000029911.1	K03307
OALVG00000029914.1	K14388
OALVG00000029921.1	K14388
OALVG00000029921.1	K03307
OALVG00000029922.1	K14388
OALVG00000029922.1	K03307
OALVG00000029924.1	K14388
OALVG00000029924.1	K03307
OALVG00000029935.1	K25081
OALVG00000029936.1	K25081
OALVG00000029938.1	K07001
OALVG00000029943.1	K10843
OALVG00000029947.1	K14358
OALVG00000029948.2	K01647
OALVG00000029950.1	K23879
OALVG00000029951.1	K17654
OALVG00000029955.1	K00699
OALVG00000029957.1	K14440
OALVG00000029983.2	K23218
OALVG00000029984.1	K13990
OALVG00000029984.1	K00603
OALVG00000029986.1	K07435
OALVG00000029987.1	K07435
OALVG00000029988.1	K07435
OALVG00000029989.1	K07435
OALVG00000029990.1	K07435
OALVG00000029991.1	K14320
OALVG00000029993.1	K15210
OALVG00000029994.1	K24824
OALVG00000029997.1	K08576
OALVG00000030002.1	K12236
OALVG00000030046.1	K13539
OALVG00000030048.1	K13539
OALVG00000030049.1	K03873
OALVG00000030052.1	K15153
OALVG00000030055.1	K18180
OALVG00000030055.1	K07126
OALVG00000030056.1	K24634
OALVG00000030059.1	K18993
OALVG00000030060.1	K00559
OALVG00000030062.1	K17529
OALVG00000030069.1	K23330
OALVG00000030070.1	K14574
OALVG00000030071.1	K15152
OALVG00000030073.1	K25219
OALVG00000030074.1	K17431
OALVG00000030076.1	K16574
OALVG00000030087.1	K01183
OALVG00000030088.1	K01183
OALVG00000030089.1	K01183
OALVG00000030105.1	K20303
OALVG00000030106.1	K06171
OALVG00000030107.1	K06171
OALVG00000030109.1	K24465
OALVG00000030111.1	K20798
OALVG00000030112.1	K21404
OALVG00000030113.1	K21879
OALVG00000030114.1	K08190
OALVG00000030115.1	K11485
OALVG00000030143.1	K04431
OALVG00000030144.1	K01930
OALVG00000030145.1	K10480
OALVG00000030146.1	K16513
OALVG00000030151.1	K00968
OALVG00000030152.1	K02320
OALVG00000030154.1	K01992
OALVG00000030159.1	K01992
OALVG00000030164.1	K03833
OALVG00000030167.1	K17546
OALVG00000030171.1	K15693
OALVG00000030171.1	K01992
OALVG00000030173.1	K09491
OALVG00000030174.1	K11307
OALVG00000030177.1	K00314
OALVG00000030184.1	K05956
OALVG00000030187.1	K25633
OALVG00000030208.1	K12165
OALVG00000030211.1	K09364
OALVG00000030221.1	K25551
OALVG00000030222.1	K17420
OALVG00000030223.1	K06277
OALVG00000030229.1	K15292
OALVG00000030230.1	K11290
OALVG00000030231.1	K07881
OALVG00000030234.1	K10758
OALVG00000030236.1	K22037
OALVG00000030238.1	K22037
OALVG00000030240.1	K14998
OALVG00000030241.1	K04798
OALVG00000030244.1	K22904
OALVG00000030244.1	K19302
OALVG00000030249.1	K24996
OALVG00000030250.1	K02211
OALVG00000030251.1	K17341
OALVG00000030256.1	K14819
OALVG00000030263.1	K07002
OALVG00000030264.1	K11322
OALVG00000030265.1	K09319
OALVG00000030275.1	K13207
OALVG00000030276.1	K01992
OALVG00000030279.1	K19502
OALVG00000030280.2	K03544
OALVG00000030282.1	K16220
OALVG00000030283.1	K16571
OALVG00000030287.1	K14326
OALVG00000030288.1	K14079
OALVG00000030289.1	K20915
OALVG00000030290.1	K02991
OALVG00000030291.1	K25805
OALVG00000030296.1	K02202
OALVG00000030302.1	K20007
OALVG00000030302.1	K05323
OALVG00000030304.1	K01183
OALVG00000030305.1	K01183
OALVG00000030307.1	K01183
OALVG00000030310.1	K01183
OALVG00000030314.1	K01183
OALVG00000030317.1	K01183
OALVG00000030319.1	K15192
OALVG00000030320.1	K12471
OALVG00000030321.1	K25165
OALVG00000030326.1	K06679
OALVG00000030328.1	K25802
OALVG00000030329.1	K14848
OALVG00000030349.1	K04678
OALVG00000030350.1	K19363
OALVG00000030351.1	K19363
OALVG00000030352.1	K19363
OALVG00000030357.1	K02267
OALVG00000030358.1	K22858
OALVG00000030358.1	K16673
OALVG00000030366.1	K22858
OALVG00000030369.1	K24521
OALVG00000030370.1	K17783
OALVG00000030396.2	K24298
OALVG00000030402.1	K12182
OALVG00000030405.1	K14708
OALVG00000030410.1	K14708
OALVG00000030411.1	K01565
OALVG00000030416.1	K25401
OALVG00000030421.1	K23957
OALVG00000030431.1	K01183
OALVG00000030432.1	K01183
OALVG00000030435.1	K01183
OALVG00000030438.1	K01183
OALVG00000030439.1	K01183
OALVG00000030441.1	K01183
OALVG00000030442.1	K01183
OALVG00000030444.1	K01183
OALVG00000030445.1	K01183
OALVG00000030456.2	K01135
OALVG00000030457.1	K08873
OALVG00000030467.1	K04134
OALVG00000030470.1	K04134
OALVG00000030471.1	K08873
OALVG00000030507.1	K01183
OALVG00000030509.1	K01183
OALVG00000030510.1	K01183
OALVG00000030511.1	K01183
OALVG00000030518.1	K17592
OALVG00000030519.1	K17592
OALVG00000030520.1	K24060
OALVG00000030521.1	K16761
OALVG00000030522.1	K17592
OALVG00000030523.1	K12160
OALVG00000030524.2	K24387
OALVG00000030525.1	K13220
OALVG00000030527.1	K07190
OALVG00000030531.1	K00718
OALVG00000030533.1	K00718
OALVG00000030534.1	K00718
OALVG00000030545.1	K22733
OALVG00000030546.1	K03132
OALVG00000030557.1	K19983
OALVG00000030558.2	K01892
OALVG00000030559.1	K03868
OALVG00000030560.1	K14058
OALVG00000030564.1	K22564
OALVG00000030565.1	K09881
OALVG00000030566.1	K10587
OALVG00000030567.1	K15683
OALVG00000030570.1	K11654
OALVG00000030586.1	K08775
OALVG00000030587.1	K11997
OALVG00000030588.1	K24634
OALVG00000030589.1	K14319
OALVG00000030596.1	K18486
OALVG00000030599.1	K06133
OALVG00000030600.1	K16498
OALVG00000030603.1	K16498
OALVG00000030613.1	K01824
OALVG00000030616.1	K24964
OALVG00000030619.1	K01493
OALVG00000030623.1	K00825
OALVG00000030627.1	K05038
OALVG00000030628.1	K05038
OALVG00000030628.1	K01992
OALVG00000030629.1	K00710
OALVG00000030631.1	K21918
OALVG00000030634.1	K14308
OALVG00000030657.1	K18334
OALVG00000030657.1	K01992
OALVG00000030658.1	K23893
OALVG00000030660.1	K22379
OALVG00000030664.1	K08052
OALVG00000030665.1	K01245
OALVG00000030667.4	K21765
OALVG00000030671.1	K11428
OALVG00000030674.2	K10399
OALVG00000030676.1	K00999
OALVG00000030678.1	K02881
OALVG00000030679.1	K14855
OALVG00000030685.1	K00029
OALVG00000030685.1	K16280
OALVG00000030686.1	K15100
OALVG00000030687.1	K18628
OALVG00000030688.1	K10301
OALVG00000030689.1	K20347
OALVG00000030690.1	K20173
OALVG00000030691.1	K10755
OALVG00000030693.1	K22037
OALVG00000030694.1	K22037
OALVG00000030698.1	K22037
OALVG00000030711.1	K14843
OALVG00000030713.1	K02934
OALVG00000030714.1	K11669
OALVG00000030715.1	K24727
OALVG00000030716.1	K03252
OALVG00000030717.1	K14857
OALVG00000030719.1	K06630
OALVG00000030722.1	K14809
OALVG00000030728.1	K13128
OALVG00000030730.1	K15414
OALVG00000030731.1	K11089
OALVG00000030732.1	K10644
OALVG00000030733.1	K13139
OALVG00000030739.1	K16810
OALVG00000030743.1	K09586
OALVG00000030744.1	K10775
OALVG00000030745.1	K01047
OALVG00000030746.1	K23325
OALVG00000030747.1	K11293
OALVG00000030749.1	K13675
OALVG00000030815.1	K19363
OALVG00000030816.4	K19867
OALVG00000030817.1	K01992
OALVG00000030821.1	K25762
OALVG00000030822.1	K23781
OALVG00000030828.1	K15445
OALVG00000030830.1	K14463
OALVG00000030831.1	K07759
OALVG00000030845.1	K13963
OALVG00000030846.1	K13963
OALVG00000030848.1	K13963
OALVG00000030851.1	K13963
OALVG00000030852.1	K13963
OALVG00000030857.1	K00844
OALVG00000030866.1	K00844
OALVG00000030871.1	K13907
OALVG00000030875.1	K17571
OALVG00000030884.1	K18668
OALVG00000030887.1	K22070
OALVG00000030888.2	K23965
OALVG00000030889.1	K23965
OALVG00000030894.1	K09554
OALVG00000030895.1	K09085
OALVG00000030898.1	K22755
OALVG00000030900.1	K24574
OALVG00000030912.1	K02127
OALVG00000030913.1	K11515
OALVG00000030914.1	K07830
OALVG00000030914.1	K07827
OALVG00000030917.1	K19375
OALVG00000030928.1	K06058
OALVG00000030929.1	K06058
OALVG00000030935.1	K01202
OALVG00000030936.1	K02183
OALVG00000030936.1	K13448
OALVG00000030939.1	K10398
OALVG00000030942.1	K04043
OALVG00000030943.1	K21798
OALVG00000030944.1	K01672
OALVG00000030948.1	K03010
OALVG00000030954.1	K24456
OALVG00000030956.1	K24456
OALVG00000030959.1	K24456
OALVG00000030960.1	K24456
OALVG00000030965.1	K04209
OALVG00000030981.1	K07478
OALVG00000030982.1	K11087
OALVG00000030984.1	K03097
OALVG00000030985.1	K25470
OALVG00000030991.1	K17401
OALVG00000030996.1	K10392
OALVG00000030997.1	K02915
OALVG00000030999.1	K24688
OALVG00000031000.1	K15190
OALVG00000031001.1	K03061
OALVG00000031008.1	K05706
OALVG00000031008.1	K09191
OALVG00000031026.1	K04157
OALVG00000031037.1	K01530
OALVG00000031037.1	K01992
OALVG00000031045.1	K05673
OALVG00000031045.1	K01992
OALVG00000031046.1	K05019
OALVG00000031055.1	K04683
OALVG00000031072.1	K01992
OALVG00000031076.1	K01066
OALVG00000031077.1	K13539
OALVG00000031080.1	K13539
OALVG00000031081.1	K01691
OALVG00000031086.1	K08025
OALVG00000031100.1	K01077
OALVG00000031103.1	K01077
OALVG00000031104.1	K01077
OALVG00000031106.1	K01077
OALVG00000031107.1	K01077
OALVG00000031113.1	K07562
OALVG00000031133.1	K25041
OALVG00000031134.1	K12825
OALVG00000031137.1	K06238
OALVG00000031139.1	K06238
OALVG00000031145.1	K08175
OALVG00000031146.1	K22869
OALVG00000031150.1	K22017
OALVG00000031156.1	K01265
OALVG00000031160.1	K18469
OALVG00000031176.1	K07023
OALVG00000031177.1	K14640
OALVG00000031178.1	K14640
OALVG00000031183.1	K01992
OALVG00000031184.1	K09320
OALVG00000031185.1	K00600
OALVG00000031186.1	K15275
OALVG00000031186.1	K01992
OALVG00000031188.1	K13539
OALVG00000031197.1	K24735
OALVG00000031199.1	K04671
OALVG00000031200.1	K09583
OALVG00000031202.1	K17530
OALVG00000031202.1	K08805
OALVG00000031204.1	K01283
OALVG00000031205.1	K01283
OALVG00000031207.1	K01593
OALVG00000031212.1	K14568
OALVG00000031220.1	K16942
OALVG00000031222.1	K00474
OALVG00000031223.1	K11729
OALVG00000031223.1	K00249
OALVG00000031224.1	K07561
OALVG00000031226.1	K18592
OALVG00000031230.1	K15261
OALVG00000031235.1	K06058
OALVG00000031236.1	K01431
OALVG00000031244.1	K25424
OALVG00000031253.1	K03351
OALVG00000031257.1	K22193
OALVG00000031258.1	K00236
OALVG00000031259.1	K25794
OALVG00000031262.1	K24224
OALVG00000031263.3	K19755
OALVG00000031264.1	K09441
OALVG00000031265.1	K02131
OALVG00000031270.1	K09555
OALVG00000031284.1	K01194
OALVG00000031286.1	K10348
OALVG00000031287.1	K13337
OALVG00000031305.1	K11426
OALVG00000031312.1	K15449
OALVG00000031320.1	K06103
OALVG00000031335.1	K11578
OALVG00000031338.1	K02959
OALVG00000031351.1	K01384
OALVG00000031373.5	K00820
OALVG00000031374.1	K12597
OALVG00000031397.1	K09339
OALVG00000031401.1	K23038
OALVG00000031405.1	K25059
OALVG00000031406.1	K17576
OALVG00000031407.1	K08816
OALVG00000031410.1	K20304
OALVG00000031411.1	K13114
OALVG00000031412.1	K01231
OALVG00000031415.1	K10606
OALVG00000031416.1	K25769
OALVG00000031417.1	K08991
OALVG00000031438.1	K14388
OALVG00000031438.1	K03307
OALVG00000031439.1	K14388
OALVG00000031439.1	K03307
OALVG00000031457.1	K23318
OALVG00000031463.1	K17566
OALVG00000031469.1	K14840
OALVG00000031471.1	K03062
OALVG00000031472.1	K19465
OALVG00000031473.1	K24518
OALVG00000031474.1	K20826
OALVG00000031475.1	K19328
OALVG00000031477.1	K11089
OALVG00000031478.1	K23166
OALVG00000031480.1	K16755
OALVG00000031484.1	K23355
OALVG00000031485.1	K18729
OALVG00000031486.1	K21870
OALVG00000031487.1	K21870
OALVG00000031488.1	K21870
OALVG00000031489.1	K21870
OALVG00000031491.1	K21870
OALVG00000031492.1	K21870
OALVG00000031493.1	K21870
OALVG00000031494.1	K15025
OALVG00000031498.1	K19196
OALVG00000031503.4	K24354
OALVG00000031504.2	K09524
OALVG00000031505.1	K11153
OALVG00000031506.1	K09524
OALVG00000031507.1	K00658
OALVG00000031508.1	K20211
OALVG00000031512.1	K16610
OALVG00000031513.1	K01992
OALVG00000031514.1	K01992
OALVG00000031519.1	K09336
OALVG00000031521.1	K09336
OALVG00000031536.1	K22390
OALVG00000031537.1	K22390
OALVG00000031539.1	K22390
OALVG00000031548.1	K17972
OALVG00000031559.1	K23740
OALVG00000031560.1	K16746
OALVG00000031565.2	K01495
OALVG00000031568.1	K10601
OALVG00000031569.1	K08694
OALVG00000031570.1	K07442
OALVG00000031574.2	K16781
OALVG00000031575.1	K15791
OALVG00000031576.1	K07874
OALVG00000031578.1	K03031
OALVG00000031580.1	K12874
OALVG00000031584.1	K14284
OALVG00000031587.1	K15109
OALVG00000031588.1	K08029
OALVG00000031592.1	K08029
OALVG00000031595.1	K05858
OALVG00000031598.1	K00731
OALVG00000031604.2	K10626
OALVG00000031605.1	K08077
OALVG00000031615.1	K01738
OALVG00000031622.1	K05858
OALVG00000031624.1	K06637
OALVG00000031624.1	K02178
OALVG00000031627.1	K10844
OALVG00000031628.1	K13339
OALVG00000031629.1	K01245
OALVG00000031640.1	K10408
OALVG00000031653.1	K09062
OALVG00000031654.1	K02950
OALVG00000031655.1	K15110
OALVG00000031656.1	K15110
OALVG00000031657.1	K15110
OALVG00000031667.1	K23896
OALVG00000031670.1	K20216
OALVG00000031674.1	K03122
OALVG00000031677.1	K15902
OALVG00000031678.1	K17777
OALVG00000031682.1	K22383
OALVG00000031684.1	K22865
OALVG00000031686.1	K17653
OALVG00000031687.1	K24741
OALVG00000031688.1	K04079
OALVG00000031692.1	K22017
OALVG00000031695.1	K11997
OALVG00000031696.1	K15434
OALVG00000031697.1	K08869
OALVG00000031698.1	K23293
OALVG00000031699.1	K17083
OALVG00000031700.1	K24051
OALVG00000031703.1	K22017
OALVG00000031709.1	K19055
OALVG00000031710.1	K02519
OALVG00000031718.1	K01992
OALVG00000031723.1	K01373
OALVG00000031725.1	K25381
OALVG00000031741.1	K19998
OALVG00000031742.1	K11578
OALVG00000031745.1	K24826
OALVG00000031747.1	K01992
OALVG00000031763.1	K01421
OALVG00000031791.1	K08876
OALVG00000031792.2	K01082
OALVG00000031793.1	K21848
OALVG00000031805.2	K00700
OALVG00000031806.1	K12484
OALVG00000031807.2	K24185
OALVG00000031810.2	K17987
OALVG00000031811.1	K10408
OALVG00000031816.1	K18173
OALVG00000031817.1	K00698
OALVG00000031817.1	K01992
OALVG00000031820.1	K00698
OALVG00000031823.1	K24436
OALVG00000031832.1	K11500
OALVG00000031835.1	K21987
OALVG00000031836.1	K16364
OALVG00000031841.1	K16364
OALVG00000031848.1	K25058
OALVG00000031849.1	K22533
OALVG00000031851.1	K02962
OALVG00000031853.1	K08115
OALVG00000031866.1	K01349
OALVG00000031868.1	K17406
OALVG00000031870.1	K18085
OALVG00000031882.1	K10302
OALVG00000031898.1	K23281
OALVG00000031901.1	K17408
OALVG00000031911.1	K15293
OALVG00000031912.1	K15293
OALVG00000031931.1	K23969
OALVG00000031932.1	K00851
OALVG00000031934.1	K24682
OALVG00000031934.1	K01992
OALVG00000031946.2	K21862
OALVG00000031946.2	K01992
OALVG00000031951.1	K15013
OALVG00000031952.1	K09208
OALVG00000031962.1	K01992
OALVG00000031967.1	K17578
OALVG00000031969.1	K02219
OALVG00000031970.1	K19367
OALVG00000031971.1	K02914
OALVG00000031972.1	K13701
OALVG00000031973.1	K21411
OALVG00000031980.1	K24554
OALVG00000031983.1	K00933
OALVG00000031984.1	K14388
OALVG00000031984.1	K03307
OALVG00000031989.1	K14011
OALVG00000031990.1	K22390
OALVG00000031996.1	K01446
OALVG00000032001.1	K08065
OALVG00000032003.1	K25404
OALVG00000032004.1	K11352
OALVG00000032005.1	K18410
OALVG00000032006.3	K19933
OALVG00000032007.1	K09189
OALVG00000032020.2	K14009
OALVG00000032021.1	K24837
OALVG00000032027.2	K00030
OALVG00000032028.1	K00615
OALVG00000032029.1	K20820
OALVG00000032030.1	K06947
OALVG00000032033.1	K18405
OALVG00000032035.1	K20195
OALVG00000032036.1	K13176
OALVG00000032037.1	K11318
OALVG00000032039.1	K11446
OALVG00000032041.1	K16757
OALVG00000032046.1	K06185
OALVG00000032046.1	K06158
OALVG00000032046.1	K01992
OALVG00000032047.1	K11869
OALVG00000032052.1	K00760
OALVG00000032054.1	K20184
OALVG00000032055.1	K09368
OALVG00000032056.1	K21971
OALVG00000032058.1	K14611
OALVG00000032075.1	K02433
OALVG00000032084.1	K24353
OALVG00000032096.1	K06106
OALVG00000032099.1	K21871
OALVG00000032101.1	K01079
OALVG00000032141.1	K24226
OALVG00000032147.1	K22565
OALVG00000032149.1	K20371
OALVG00000032152.1	K20371
OALVG00000032189.1	K01992
OALVG00000032204.1	K11434
OALVG00000032208.1	K19370
OALVG00000032209.1	K19372
OALVG00000032210.1	K04437
OALVG00000032211.1	K24254
OALVG00000032212.1	K24890
OALVG00000032213.1	K24437
OALVG00000032218.1	K23731
OALVG00000032219.1	K03350
OALVG00000032220.1	K24125
OALVG00000032221.1	K03164
OALVG00000032223.1	K11090
OALVG00000032224.1	K17080
OALVG00000032238.1	K01992
OALVG00000032239.1	K01992
OALVG00000032242.1	K14565
OALVG00000032255.1	K15135
OALVG00000032257.1	K09481
OALVG00000032267.1	K03959
OALVG00000032268.1	K04398
OALVG00000032269.1	K04398
OALVG00000032276.1	K09516
OALVG00000032293.1	K01278
OALVG00000032328.2	K09533
OALVG00000032328.2	K20266
OALVG00000032359.1	K16747
OALVG00000032373.1	K24053
OALVG00000032374.1	K14323
OALVG00000032375.1	K11067
OALVG00000032377.1	K18932
OALVG00000032378.1	K11481
OALVG00000032379.1	K07984
OALVG00000032382.1	K02183
OALVG00000032382.1	K13448
OALVG00000032383.1	K02183
OALVG00000032383.1	K13448
OALVG00000032384.1	K02183
OALVG00000032384.1	K13448
OALVG00000032387.1	K02183
OALVG00000032387.1	K13448
OALVG00000032388.1	K02183
OALVG00000032388.1	K13448
OALVG00000032393.1	K25614
OALVG00000032399.1	K06676
OALVG00000032403.1	K20015
OALVG00000032404.1	K25701
OALVG00000032405.1	K07964
OALVG00000032407.1	K13054
OALVG00000032415.1	K24780
OALVG00000032416.1	K15173
OALVG00000032418.1	K14035
OALVG00000032423.1	K06037
OALVG00000032423.1	K01733
OALVG00000032428.1	K03029
OALVG00000032435.1	K01992
OALVG00000032436.1	K12657
OALVG00000032442.1	K02898
OALVG00000032443.1	K09478
OALVG00000032443.1	K00249
OALVG00000032444.1	K02431
OALVG00000032447.1	K20093
OALVG00000032449.1	K08492
OALVG00000032451.1	K00357
OALVG00000032452.1	K22376
OALVG00000032453.1	K25720
OALVG00000032461.1	K08000
OALVG00000032462.1	K01719
OALVG00000032466.1	K09214
OALVG00000032466.1	K09191
OALVG00000032485.1	K14831
OALVG00000032487.1	K24332
OALVG00000032488.1	K14834
OALVG00000032489.1	K15601
OALVG00000032490.1	K17338
OALVG00000032491.1	K11099
OALVG00000032492.1	K08064
OALVG00000032493.1	K15719
OALVG00000032496.1	K11129
OALVG00000032497.1	K12838
OALVG00000032498.1	K11127
OALVG00000032499.1	K24684
OALVG00000032503.1	K17310
OALVG00000032513.2	K13763
OALVG00000032515.1	K13121
OALVG00000032516.1	K07573
OALVG00000032531.1	K09228
OALVG00000032531.1	K09191
OALVG00000032553.1	K01278
OALVG00000032561.1	K14649
OALVG00000032564.1	K20649
OALVG00000032565.1	K23338
OALVG00000032566.1	K14313
OALVG00000032571.1	K09647
OALVG00000032575.1	K09525
OALVG00000032582.1	K09525
OALVG00000032583.3	K00907
OALVG00000032584.1	K18633
OALVG00000032585.1	K16831
OALVG00000032589.2	K00744
OALVG00000032593.1	K11279
OALVG00000032596.1	K16816
OALVG00000032602.1	K09680
OALVG00000032603.1	K09680
OALVG00000032607.1	K09680
OALVG00000032615.1	K01183
OALVG00000032643.1	K14709
OALVG00000032646.1	K13963
OALVG00000032648.1	K01079
OALVG00000032655.1	K01301
OALVG00000032661.1	K17592
OALVG00000032674.1	K25826
OALVG00000032675.1	K18643
OALVG00000032676.1	K12197
OALVG00000032677.1	K12197
OALVG00000032678.1	K07375
OALVG00000032679.1	K07375
OALVG00000032680.1	K07375
OALVG00000032681.1	K07375
OALVG00000032682.1	K11878
OALVG00000032686.1	K01217
OALVG00000032687.1	K16550
OALVG00000032689.1	K01070
OALVG00000032690.2	K12875
OALVG00000032691.1	K16543
OALVG00000032692.1	K05289
OALVG00000032693.1	K05289
OALVG00000032694.1	K03961
OALVG00000032696.1	K22069
OALVG00000032709.1	K24816
OALVG00000032710.1	K00827
OALVG00000032711.1	K22938
OALVG00000032712.1	K00815
OALVG00000032714.1	K23293
OALVG00000032714.1	K23490
OALVG00000032715.1	K10419
