#Host
nbis-mrna-10864	K22182
nbis-mrna-9857	K14561
nbis-mrna-3469	K04733
nbis-mrna-21177	K05038
nbis-mrna-21176	K22909
nbis-mrna-21175	K05643
nbis-mrna-7469	K08531
nbis-mrna-20955	K02599
nbis-mrna-22220	K10300
nbis-mrna-2481	K01315
nbis-mrna-1641	K24469
nbis-mrna-16628	K15682
nbis-mrna-7154	K15682
nbis-mrna-3591	K09228
nbis-mrna-17192	K12298
nbis-mrna-3880	K09228
nbis-mrna-3881	K09228
nbis-mrna-19484	K09228
nbis-mrna-22369	K10448
nbis-mrna-22365	K02599
nbis-mrna-6039	K09455
nbis-mrna-5093	K24473
nbis-mrna-11028	K24473
nbis-mrna-2192	K24473
nbis-mrna-7593	K24473
nbis-mrna-7591	K24473
nbis-mrna-7592	K24473
nbis-mrna-5000	K09228
nbis-mrna-17676	K10801
nbis-mrna-18363	K08544
nbis-mrna-13489	K06756
nbis-mrna-21280	K11995
nbis-mrna-21306	K24032
nbis-mrna-9636	K05850
nbis-mrna-9637	K05850
nbis-mrna-5394	K05164
nbis-mrna-19917	K24432
nbis-mrna-19918	K04144
nbis-mrna-4193	K11968
nbis-mrna-4194	K11968
nbis-mrna-15429	K04874
nbis-mrna-10703	K16882
nbis-mrna-7001	K10454
nbis-mrna-6991	K16669
nbis-mrna-14223	K24523
nbis-mrna-14225	K08800
nbis-mrna-8246	K00753
nbis-mrna-8240	K04600
nbis-mrna-8238	K17307
nbis-mrna-8230	K11419
nbis-mrna-8229	K04950
nbis-mrna-8226	K05723
nbis-mrna-2869	K08733
nbis-mrna-2871	K04571
nbis-mrna-2881	K15608
nbis-mrna-2883	K14442
nbis-mrna-22303	K23820
nbis-mrna-22304	K01769
nbis-mrna-22306	K08202
nbis-mrna-22305	K08202
nbis-mrna-22307	K08202
nbis-mrna-22329	K02599
nbis-mrna-22247	K04958
nbis-mrna-22192	K24469
nbis-mrna-15561	K18406
nbis-mrna-10176	K00030
nbis-mrna-10178	K05034
nbis-mrna-13048	K06756
nbis-mrna-18624	K06756
nbis-mrna-18623	K06068
nbis-mrna-19827	K12733
nbis-mrna-19829	K22988
nbis-mrna-18862	K00489
nbis-mrna-18861	K09189
nbis-mrna-11334	K09189
nbis-mrna-7919	K16855
nbis-mrna-388	K00799
nbis-mrna-384	K11447
nbis-mrna-383	K01408
nbis-mrna-10270	K24317
nbis-mrna-9563	K21343
nbis-mrna-9561	K11348
nbis-mrna-1221	K08624
nbis-mrna-1220	K10380
nbis-mrna-21612	K21027
nbis-mrna-5428	K21027
nbis-mrna-15327	K06756
nbis-mrna-9791	K01745
nbis-mrna-17704	K02599
nbis-mrna-9788	K11757
nbis-mrna-15334	K10447
nbis-mrna-15338	K03447
nbis-mrna-15339	K03447
nbis-mrna-744	K01446
nbis-mrna-20090	K01446
nbis-mrna-3979	K12319
nbis-mrna-3982	K00162
nbis-mrna-15448	K00162
nbis-mrna-20906	K22823
nbis-mrna-976	K04353
nbis-mrna-982	K02514
nbis-mrna-21143	K14616
nbis-mrna-11098	K10104
nbis-mrna-11621	K04149
nbis-mrna-12791	K18886
nbis-mrna-11554	K10104
nbis-mrna-11555	K06238
nbis-mrna-11556	K24469
nbis-mrna-11672	K06238
nbis-mrna-22195	K24469
nbis-mrna-22196	K06496
nbis-mrna-22199	K00771
nbis-mrna-22200	K15502
nbis-mrna-8136	K05658
nbis-mrna-8135	K05658
nbis-mrna-8134	K05658
nbis-mrna-8513	K09073
nbis-mrna-8030	K14611
nbis-mrna-8029	K14611
nbis-mrna-18077	K15445
nbis-mrna-13938	K22754
nbis-mrna-8751	K00599
nbis-mrna-21970	K04282
nbis-mrna-20323	K04630
nbis-mrna-6583	K04630
nbis-mrna-6576	K10447
nbis-mrna-21340	K05636
nbis-mrna-21342	K00444
nbis-mrna-21344	K18422
nbis-mrna-9501	K00999
nbis-mrna-8535	K07526
nbis-mrna-8538	K07526
nbis-mrna-8537	K07526
nbis-mrna-8533	K17592
nbis-mrna-18254	K01103
nbis-mrna-18250	K19909
nbis-mrna-16960	K04443
nbis-mrna-774	K04443
nbis-mrna-10851	K15199
nbis-mrna-20197	K20879
nbis-mrna-3752	K04860
nbis-mrna-10706	K04860
nbis-mrna-10707	K04860
nbis-mrna-21910	K12389
nbis-mrna-2108	K00572
nbis-mrna-2107	K18668
nbis-mrna-17264	K05619
nbis-mrna-11698	K05724
nbis-mrna-21889	K11592
nbis-mrna-21881	K00008
nbis-mrna-12030	K08867
nbis-mrna-16955	K11290
nbis-mrna-16957	K09850
nbis-mrna-16334	K09850
nbis-mrna-174	K09850
nbis-mrna-139	K10380
nbis-mrna-11835	K06532
nbis-mrna-773	K10153
nbis-mrna-16768	K08734
nbis-mrna-6536	K05940
nbis-mrna-6017	K16857
nbis-mrna-6016	K05619
nbis-mrna-6013	K06825
nbis-mrna-6012	K06825
nbis-mrna-6009	K05619
nbis-mrna-2257	K08269
nbis-mrna-2256	K05619
nbis-mrna-12830	K11374
nbis-mrna-12829	K11374
nbis-mrna-17122	K08852
nbis-mrna-5217	K09228
nbis-mrna-5216	K08860
nbis-mrna-5212	K23963
nbis-mrna-5209	K18037
nbis-mrna-21869	K00149
nbis-mrna-7738	K08804
nbis-mrna-7742	K20636
nbis-mrna-12994	K08190
nbis-mrna-11819	K14611
nbis-mrna-11820	K14611
nbis-mrna-11814	K09521
nbis-mrna-15900	K23425
nbis-mrna-15250	K03232
nbis-mrna-15249	K03934
nbis-mrna-8195	K03934
nbis-mrna-13901	K03934
nbis-mrna-13900	K12168
nbis-mrna-15467	K12168
nbis-mrna-20952	K16733
nbis-mrna-20951	K11406
nbis-mrna-10693	K24434
nbis-mrna-10692	K24434
nbis-mrna-10694	K24434
nbis-mrna-954	K06238
nbis-mrna-953	K06238
nbis-mrna-16644	K06238
nbis-mrna-12050	K09884
nbis-mrna-12466	K06820
nbis-mrna-14179	K05727
nbis-mrna-3584	K09409
nbis-mrna-19526	K12478
nbis-mrna-2127	K05723
nbis-mrna-2128	K05723
nbis-mrna-4269	K05723
nbis-mrna-4267	K05723
nbis-mrna-4262	K07210
nbis-mrna-9482	K10406
nbis-mrna-9483	K10406
nbis-mrna-9484	K04459
nbis-mrna-11261	K16669
nbis-mrna-11262	K10104
nbis-mrna-11263	K10104
nbis-mrna-10661	K16669
nbis-mrna-5555	K16669
nbis-mrna-21087	K20224
nbis-mrna-21088	K07951
nbis-mrna-21091	K05631
nbis-mrna-12085	K19636
nbis-mrna-10572	K06820
nbis-mrna-20593	K05099
nbis-mrna-20592	K05410
nbis-mrna-20591	K06820
nbis-mrna-16780	K08794
nbis-mrna-20099	K10408
nbis-mrna-20100	K10408
nbis-mrna-5881	K06095
nbis-mrna-8043	K17503
nbis-mrna-21714	K10104
nbis-mrna-21712	K24469
nbis-mrna-15621	K04606
nbis-mrna-19669	K05723
nbis-mrna-5270	K01904
nbis-mrna-5268	K01904
nbis-mrna-18648	K16667
nbis-mrna-6815	K24419
nbis-mrna-22252	K22614
nbis-mrna-5310	K19415
nbis-mrna-14021	K09057
nbis-mrna-14024	K04513
nbis-mrna-14019	K24610
nbis-mrna-14016	K05857
nbis-mrna-12588	K07819
nbis-mrna-20915	K04851
nbis-mrna-20918	K10104
nbis-mrna-20921	K10104
nbis-mrna-20920	K24469
nbis-mrna-20922	K07367
nbis-mrna-20923	K07367
nbis-mrna-20924	K01017
nbis-mrna-18859	K11153
nbis-mrna-18858	K08835
nbis-mrna-18855	K13953
nbis-mrna-7525	K06532
nbis-mrna-7527	K04987
nbis-mrna-7529	K04987
nbis-mrna-3707	K11536
nbis-mrna-3706	K11536
nbis-mrna-20159	K06238
nbis-mrna-20155	K06066
nbis-mrna-20153	K11536
nbis-mrna-14410	K06238
nbis-mrna-14409	K00799
nbis-mrna-5567	K13781
nbis-mrna-7156	K13716
nbis-mrna-19447	K10408
nbis-mrna-19449	K11459
nbis-mrna-9910	K10408
nbis-mrna-15534	K04892
nbis-mrna-15537	K04892
nbis-mrna-1531	K08807
nbis-mrna-10998	K10520
nbis-mrna-11002	K09430
nbis-mrna-11005	K20478
nbis-mrna-10852	K16481
nbis-mrna-10206	K10104
nbis-mrna-3586	K19934
nbis-mrna-21372	K24404
nbis-mrna-21374	K06059
nbis-mrna-21373	K11447
nbis-mrna-14784	K09228
nbis-mrna-14783	K04905
nbis-mrna-14777	K19360
nbis-mrna-14775	K08202
nbis-mrna-19759	K19930
nbis-mrna-563	K10645
nbis-mrna-559	K15259
nbis-mrna-18980	K05619
nbis-mrna-8746	K18886
nbis-mrna-12415	K18886
nbis-mrna-4003	K18886
nbis-mrna-4004	K18886
nbis-mrna-6568	K04585
nbis-mrna-6569	K18886
nbis-mrna-6571	K18886
nbis-mrna-16530	K18886
nbis-mrna-20279	K18886
nbis-mrna-20280	K18886
nbis-mrna-20282	K04585
nbis-mrna-15860	K04585
nbis-mrna-15861	K05401
nbis-mrna-3641	K10392
nbis-mrna-21052	K00731
nbis-mrna-3432	K00731
nbis-mrna-3428	K06583
nbis-mrna-12174	K04576
nbis-mrna-12179	K05619
nbis-mrna-2346	K04577
nbis-mrna-16696	K04351
nbis-mrna-16695	K10380
nbis-mrna-16694	K17925
nbis-mrna-15374	K00747
nbis-mrna-431	K04988
nbis-mrna-4443	K04284
nbis-mrna-17714	K04167
nbis-mrna-2720	K13248
nbis-mrna-4791	K05037
nbis-mrna-4795	K05658
nbis-mrna-4797	K05658
nbis-mrna-4800	K05658
nbis-mrna-4799	K05658
nbis-mrna-18582	K05658
nbis-mrna-12217	K05658
nbis-mrna-8266	K05658
nbis-mrna-8264	K05658
nbis-mrna-8258	K21988
nbis-mrna-18737	K10380
nbis-mrna-18734	K06238
nbis-mrna-9330	K05312
nbis-mrna-9329	K05312
nbis-mrna-9327	K05312
nbis-mrna-9326	K05312
nbis-mrna-9325	K05312
nbis-mrna-9324	K05312
nbis-mrna-9323	K05312
nbis-mrna-9319	K05312
nbis-mrna-592	K24501
nbis-mrna-595	K11994
nbis-mrna-597	K08376
nbis-mrna-605	K20283
nbis-mrna-609	K14386
nbis-mrna-610	K14386
nbis-mrna-617	K10462
nbis-mrna-10846	K22614
nbis-mrna-18603	K18420
nbis-mrna-18606	K09228
nbis-mrna-3493	K08033
nbis-mrna-17713	K23218
nbis-mrna-22334	K01446
nbis-mrna-11786	K09228
nbis-mrna-11784	K09228
nbis-mrna-2144	K09214
nbis-mrna-2142	K00939
nbis-mrna-1318	K22723
nbis-mrna-1323	K06584
nbis-mrna-1450	K20879
nbis-mrna-18810	K10104
nbis-mrna-18809	K10104
nbis-mrna-13123	K10104
nbis-mrna-13124	K10104
nbis-mrna-15554	K25048
nbis-mrna-13414	K04570
nbis-mrna-17627	K10955
nbis-mrna-17730	K23330
nbis-mrna-1201	K14616
nbis-mrna-1309	K04988
nbis-mrna-19585	K20349
nbis-mrna-19586	K10645
nbis-mrna-3820	K14754
nbis-mrna-3821	K14754
nbis-mrna-834	K09452
nbis-mrna-18001	K14165
nbis-mrna-18002	K23727
nbis-mrna-18006	K03002
nbis-mrna-6945	K24553
nbis-mrna-6943	K09228
nbis-mrna-6942	K04579
nbis-mrna-5411	K10480
nbis-mrna-5402	K14616
nbis-mrna-13795	K09634
nbis-mrna-13796	K09634
nbis-mrna-13794	K14616
nbis-mrna-12914	K16621
nbis-mrna-8083	K21357
nbis-mrna-8082	K21357
nbis-mrna-20028	K23820
nbis-mrna-13838	K21853
nbis-mrna-2530	K21853
nbis-mrna-2249	K21853
nbis-mrna-2252	K15502
nbis-mrna-18703	K04167
nbis-mrna-11736	K14034
nbis-mrna-16854	K14410
nbis-mrna-12918	K14410
nbis-mrna-19532	K14410
nbis-mrna-2710	K00079
nbis-mrna-14100	K08202
nbis-mrna-14099	K08202
nbis-mrna-14385	K08202
nbis-mrna-18110	K05719
nbis-mrna-8148	K10395
nbis-mrna-9736	K05719
nbis-mrna-18353	K09645
nbis-mrna-7486	K23488
nbis-mrna-11943	K11978
nbis-mrna-11937	K06792
nbis-mrna-9869	K11978
nbis-mrna-6090	K04224
nbis-mrna-6089	K09052
nbis-mrna-6086	K09512
nbis-mrna-475	K09512
nbis-mrna-476	K14399
nbis-mrna-13268	K22679
nbis-mrna-1365	K20840
nbis-mrna-10169	K09070
nbis-mrna-10170	K00727
nbis-mrna-18829	K10395
nbis-mrna-17903	K14306
nbis-mrna-17907	K13887
nbis-mrna-17908	K18646
nbis-mrna-17913	K00873
nbis-mrna-17909	K25065
nbis-mrna-18202	K25065
nbis-mrna-19766	K01590
nbis-mrna-19486	K05312
nbis-mrna-252	K08889
nbis-mrna-5768	K08889
nbis-mrna-5769	K08574
nbis-mrna-5767	K18340
nbis-mrna-3461	K11447
nbis-mrna-6397	K18449
nbis-mrna-6398	K02183
nbis-mrna-21948	K04988
nbis-mrna-21949	K00993
nbis-mrna-21967	K04592
nbis-mrna-1880	K04994
nbis-mrna-2133	K16536
nbis-mrna-4732	K04905
nbis-mrna-13717	K04905
nbis-mrna-14542	K23380
nbis-mrna-14543	K08621
nbis-mrna-14544	K08621
nbis-mrna-14123	K08621
nbis-mrna-8151	K18740
nbis-mrna-4945	K04216
nbis-mrna-4939	K06130
nbis-mrna-13415	K00940
nbis-mrna-13417	K08187
nbis-mrna-20658	K02987
nbis-mrna-21076	K15528
nbis-mrna-21075	K15528
nbis-mrna-307	K06225
nbis-mrna-308	K06225
nbis-mrna-102	K01392
nbis-mrna-21997	K12323
nbis-mrna-11183	K06240
nbis-mrna-11178	K20053
nbis-mrna-11174	K16507
nbis-mrna-11163	K11447
nbis-mrna-15519	K23883
nbis-mrna-12645	K18595
nbis-mrna-11352	K07885
nbis-mrna-11354	K01415
nbis-mrna-11358	K08635
nbis-mrna-11359	K12396
nbis-mrna-11362	K08764
nbis-mrna-11368	K19599
nbis-mrna-11369	K21424
nbis-mrna-11371	K21424
nbis-mrna-11525	K05701
nbis-mrna-11519	K19949
nbis-mrna-13202	K15616
nbis-mrna-15738	K17843
nbis-mrna-15739	K17845
nbis-mrna-17963	K06258
nbis-mrna-22075	K09414
nbis-mrna-22071	K10589
nbis-mrna-21355	K04543
nbis-mrna-10041	K11140
nbis-mrna-4210	K05705
nbis-mrna-13598	K12396
nbis-mrna-7752	K04239
nbis-mrna-8416	K09176
nbis-mrna-8406	K16628
nbis-mrna-8405	K16628
nbis-mrna-8399	K13963
nbis-mrna-6095	K14033
nbis-mrna-6098	K11647
nbis-mrna-6097	K11647
nbis-mrna-20841	K24031
nbis-mrna-3987	K11447
nbis-mrna-15736	K11447
nbis-mrna-15734	K19491
nbis-mrna-15733	K19491
nbis-mrna-486	K11447
nbis-mrna-1745	K06622
nbis-mrna-242	K10382
nbis-mrna-240	K23047
nbis-mrna-20363	K10382
nbis-mrna-349	K10382
nbis-mrna-15710	K23693
nbis-mrna-15711	K14165
nbis-mrna-15713	K23847
nbis-mrna-15717	K19599
nbis-mrna-15726	K20175
nbis-mrna-15480	K03357
nbis-mrna-3784	K14379
nbis-mrna-3785	K14379
nbis-mrna-3786	K19599
nbis-mrna-3782	K22754
nbis-mrna-3779	K24660
nbis-mrna-3778	K24660
nbis-mrna-3775	K04592
nbis-mrna-3773	K04592
nbis-mrna-3771	K06238
nbis-mrna-3769	K24456
nbis-mrna-3770	K24456
nbis-mrna-3755	K07393
nbis-mrna-3957	K12492
nbis-mrna-19394	K03128
nbis-mrna-7494	K14312
nbis-mrna-14155	K02183
nbis-mrna-7265	K17921
nbis-mrna-7262	K11791
nbis-mrna-7260	K09270
nbis-mrna-5826	K01313
nbis-mrna-5828	K01313
nbis-mrna-17900	K01313
nbis-mrna-17898	K01313
nbis-mrna-578	K01313
nbis-mrna-582	K01313
nbis-mrna-581	K01313
nbis-mrna-580	K01313
nbis-mrna-5774	K01313
nbis-mrna-5775	K01313
nbis-mrna-4996	K14020
nbis-mrna-7270	K04345
nbis-mrna-7269	K04345
nbis-mrna-7707	K23298
nbis-mrna-1724	K23298
nbis-mrna-1727	K10656
nbis-mrna-1730	K17563
nbis-mrna-14851	K18932
nbis-mrna-12231	K18033
nbis-mrna-5992	K06238
nbis-mrna-20609	K05312
nbis-mrna-6884	K07968
nbis-mrna-6522	K04977
nbis-mrna-6524	K04977
nbis-mrna-6526	K04977
nbis-mrna-6525	K04977
nbis-mrna-8502	K23790
nbis-mrna-8500	K10205
nbis-mrna-8499	K10205
nbis-mrna-4711	K00654
nbis-mrna-4712	K00654
nbis-mrna-11090	K04988
nbis-mrna-11092	K09072
nbis-mrna-22349	K07964
nbis-mrna-22351	K10104
nbis-mrna-22354	K21919
nbis-mrna-22355	K10104
nbis-mrna-11151	K25040
nbis-mrna-11154	K12463
nbis-mrna-22460	K12396
nbis-mrna-1071	K12396
nbis-mrna-1072	K12396
nbis-mrna-1074	K12396
nbis-mrna-12086	K04828
nbis-mrna-19507	K24436
nbis-mrna-19514	K19876
nbis-mrna-13592	K21852
nbis-mrna-8490	K04828
nbis-mrna-8489	K04828
nbis-mrna-8485	K04828
nbis-mrna-8483	K04830
nbis-mrna-22129	K04828
nbis-mrna-5802	K09398
nbis-mrna-5794	K18436
nbis-mrna-5790	K20877
nbis-mrna-5788	K10250
nbis-mrna-3144	K09173
nbis-mrna-3139	K17398
nbis-mrna-3138	K24055
nbis-mrna-3137	K04828
nbis-mrna-3135	K04828
nbis-mrna-3133	K04828
nbis-mrna-16152	K11140
nbis-mrna-15387	K06271
nbis-mrna-13307	K06776
nbis-mrna-13310	K24964
nbis-mrna-13314	K16621
nbis-mrna-13318	K20042
nbis-mrna-4016	K22063
nbis-mrna-4018	K01080
nbis-mrna-4019	K15710
nbis-mrna-4021	K24999
nbis-mrna-4031	K12196
nbis-mrna-4035	K24895
nbis-mrna-10775	K15340
nbis-mrna-10764	K04958
nbis-mrna-7435	K24680
nbis-mrna-7434	K24680
nbis-mrna-2072	K04828
nbis-mrna-21834	K04550
nbis-mrna-21835	K03363
nbis-mrna-15771	K11291
nbis-mrna-703	K06776
nbis-mrna-701	K06776
nbis-mrna-699	K13297
nbis-mrna-15378	K06776
nbis-mrna-1820	K06776
nbis-mrna-1819	K14165
nbis-mrna-1815	K11404
nbis-mrna-16567	K01411
nbis-mrna-16566	K01411
nbis-mrna-16568	K09511
nbis-mrna-16569	K10875
nbis-mrna-21387	K10875
nbis-mrna-4321	K09228
nbis-mrna-22564	K23605
nbis-mrna-1198	K06776
nbis-mrna-5985	K24436
nbis-mrna-1020	K17095
nbis-mrna-13948	K08104
nbis-mrna-13947	K08104
nbis-mrna-10468	K14416
nbis-mrna-10474	K09405
nbis-mrna-10312	K09405
nbis-mrna-10314	K09405
nbis-mrna-484	K09405
nbis-mrna-22577	K24934
nbis-mrna-22568	K05181
nbis-mrna-1679	K09405
nbis-mrna-1678	K09405
nbis-mrna-17561	K04377
nbis-mrna-17564	K01513
nbis-mrna-5307	K01513
nbis-mrna-11034	K01513
nbis-mrna-7535	K01365
nbis-mrna-10622	K01365
nbis-mrna-19553	K01365
nbis-mrna-19551	K01365
nbis-mrna-19550	K01365
nbis-mrna-19549	K01365
nbis-mrna-19548	K01365
nbis-mrna-3710	K01365
nbis-mrna-3709	K01365
nbis-mrna-2015	K01365
nbis-mrna-2014	K01365
nbis-mrna-2016	K01365
nbis-mrna-2017	K01365
nbis-mrna-2018	K01365
nbis-mrna-16133	K14208
nbis-mrna-16132	K10059
nbis-mrna-16122	K13218
nbis-mrna-16118	K22866
nbis-mrna-13870	K22859
nbis-mrna-13867	K04669
nbis-mrna-13864	K13956
nbis-mrna-13862	K11579
nbis-mrna-13861	K11579
nbis-mrna-13863	K04501
nbis-mrna-13854	K19538
nbis-mrna-13855	K19538
nbis-mrna-13846	K02186
nbis-mrna-13841	K16548
nbis-mrna-21577	K09228
nbis-mrna-16046	K12396
nbis-mrna-16044	K17388
nbis-mrna-16040	K05637
nbis-mrna-16039	K23847
nbis-mrna-16036	K23961
nbis-mrna-17317	K08635
nbis-mrna-17321	K13208
nbis-mrna-20174	K16734
nbis-mrna-11346	K06776
nbis-mrna-21421	K06776
nbis-mrna-2964	K06766
nbis-mrna-3125	K09525
nbis-mrna-3119	K07903
nbis-mrna-15286	K12563
nbis-mrna-5870	K07763
nbis-mrna-5872	K07763
nbis-mrna-5874	K05120
nbis-mrna-10283	K17307
nbis-mrna-10300	K24029
nbis-mrna-3694	K01835
nbis-mrna-3688	K10278
nbis-mrna-3689	K23899
nbis-mrna-5660	K05855
nbis-mrna-6083	K16771
nbis-mrna-19757	K16771
nbis-mrna-5648	K16771
nbis-mrna-5650	K13370
nbis-mrna-5649	K13370
nbis-mrna-70	K13370
nbis-mrna-14921	K08892
nbis-mrna-14916	K05704
nbis-mrna-11558	K11447
nbis-mrna-16759	K11447
nbis-mrna-15874	K11447
nbis-mrna-11306	K10380
nbis-mrna-18813	K11253
nbis-mrna-7580	K02599
nbis-mrna-11589	K06238
nbis-mrna-11588	K06238
nbis-mrna-19137	K09072
nbis-mrna-9134	K22804
nbis-mrna-9139	K08740
nbis-mrna-9138	K08740
nbis-mrna-12025	K23852
nbis-mrna-3082	K05312
nbis-mrna-1044	K05312
nbis-mrna-9901	K05312
nbis-mrna-15747	K02178
nbis-mrna-19626	K05312
nbis-mrna-19625	K24436
nbis-mrna-5135	K02599
nbis-mrna-6432	K14616
nbis-mrna-19565	K11540
nbis-mrna-19563	K17550
nbis-mrna-19567	K09172
nbis-mrna-21643	K04367
nbis-mrna-5811	K06776
nbis-mrna-5812	K21988
nbis-mrna-5813	K23291
nbis-mrna-5821	K15603
nbis-mrna-14251	K14163
nbis-mrna-6152	K14311
nbis-mrna-10980	K14829
nbis-mrna-15831	K17095
nbis-mrna-15834	K04448
nbis-mrna-15835	K22531
nbis-mrna-15836	K07375
nbis-mrna-15838	K06776
nbis-mrna-15837	K06776
nbis-mrna-15636	K06776
nbis-mrna-15637	K06776
nbis-mrna-10164	K06776
nbis-mrna-10165	K06776
nbis-mrna-22109	K20644
nbis-mrna-6425	K10265
nbis-mrna-6424	K00727
nbis-mrna-20383	K23609
nbis-mrna-22482	K23609
nbis-mrna-22486	K07903
nbis-mrna-22487	K07903
nbis-mrna-18554	K07515
nbis-mrna-3921	K19383
nbis-mrna-19087	K06238
nbis-mrna-19081	K12959
nbis-mrna-5946	K09675
nbis-mrna-19977	K11536
nbis-mrna-19979	K08656
nbis-mrna-10784	K08656
nbis-mrna-4914	K06095
nbis-mrna-15496	K06095
nbis-mrna-4476	K20476
nbis-mrna-7786	K10638
nbis-mrna-81	K08488
nbis-mrna-7969	K19360
nbis-mrna-7961	K19519
nbis-mrna-7956	K20655
nbis-mrna-7954	K08574
nbis-mrna-7950	K10380
nbis-mrna-7945	K22866
nbis-mrna-2314	K07904
nbis-mrna-2313	K05614
nbis-mrna-18653	K01446
nbis-mrna-2301	K01446
nbis-mrna-2302	K01446
nbis-mrna-8642	K08861
nbis-mrna-8643	K00565
nbis-mrna-8329	K00565
nbis-mrna-8331	K00565
nbis-mrna-8333	K05695
nbis-mrna-8343	K01893
nbis-mrna-20241	K10380
nbis-mrna-19384	K10393
nbis-mrna-19380	K10393
nbis-mrna-17268	K06234
nbis-mrna-9800	K10904
nbis-mrna-12613	K14799
nbis-mrna-16656	K04887
nbis-mrna-15642	K09597
nbis-mrna-5086	K09597
nbis-mrna-5085	K10357
nbis-mrna-6722	K16360
nbis-mrna-18878	K20644
nbis-mrna-18880	K12233
nbis-mrna-35	K05052
nbis-mrna-20704	K24537
nbis-mrna-20705	K01446
nbis-mrna-10256	K11173
nbis-mrna-10147	K05312
nbis-mrna-4671	K09183
nbis-mrna-4669	K09183
nbis-mrna-4668	K09183
nbis-mrna-4666	K09183
nbis-mrna-9958	K08202
nbis-mrna-10099	K08202
nbis-mrna-1096	K08202
nbis-mrna-1097	K08202
nbis-mrna-16244	K08202
nbis-mrna-8268	K01322
nbis-mrna-5724	K14354
nbis-mrna-5723	K13047
nbis-mrna-9004	K10391
nbis-mrna-9003	K11997
nbis-mrna-9002	K11997
nbis-mrna-22243	K01769
nbis-mrna-22242	K12323
nbis-mrna-5371	K13696
nbis-mrna-5367	K24333
nbis-mrna-5365	K06825
nbis-mrna-5368	K06825
nbis-mrna-18357	K11447
nbis-mrna-3083	K02599
nbis-mrna-9955	K24456
nbis-mrna-18668	K00565
nbis-mrna-20289	K15323
nbis-mrna-9917	K09228
nbis-mrna-11642	K23577
nbis-mrna-11643	K23577
nbis-mrna-11645	K23577
nbis-mrna-11644	K23577
nbis-mrna-11646	K23577
nbis-mrna-9630	K02599
nbis-mrna-9631	K06792
nbis-mrna-18454	K20051
nbis-mrna-18453	K03068
nbis-mrna-15686	K06238
nbis-mrna-15681	K17914
nbis-mrna-17279	K24205
nbis-mrna-2586	K09228
nbis-mrna-2590	K10638
nbis-mrna-5576	K18529
nbis-mrna-17064	K02599
nbis-mrna-19275	K19408
nbis-mrna-19276	K19408
nbis-mrna-5469	K16336
nbis-mrna-12753	K05038
nbis-mrna-5492	K13984
nbis-mrna-5497	K10174
nbis-mrna-5496	K07874
nbis-mrna-5500	K04644
nbis-mrna-5503	K15734
nbis-mrna-2260	K06226
nbis-mrna-2270	K11643
nbis-mrna-2269	K11643
nbis-mrna-2268	K11643
nbis-mrna-13169	K16461
nbis-mrna-117	K06224
nbis-mrna-118	K06224
nbis-mrna-15804	K06560
nbis-mrna-16542	K06560
nbis-mrna-1665	K06560
nbis-mrna-1661	K23342
nbis-mrna-1659	K23342
nbis-mrna-17210	K23342
nbis-mrna-17213	K23342
nbis-mrna-17211	K23342
nbis-mrna-17212	K23342
nbis-mrna-3051	K14353
nbis-mrna-10218	K24637
nbis-mrna-12665	K11447
nbis-mrna-18232	K10318
nbis-mrna-18238	K06792
nbis-mrna-16924	K14354
nbis-mrna-16923	K14354
nbis-mrna-15703	K14354
nbis-mrna-15705	K14354
nbis-mrna-10362	K04919
nbis-mrna-10361	K08190
nbis-mrna-10363	K02183
nbis-mrna-10360	K02599
nbis-mrna-10359	K02599
nbis-mrna-20137	K06051
nbis-mrna-20138	K07918
nbis-mrna-20136	K21435
nbis-mrna-20131	K08823
nbis-mrna-20129	K09228
nbis-mrna-9747	K05313
nbis-mrna-15126	K01488
nbis-mrna-15128	K02941
nbis-mrna-15880	K10356
nbis-mrna-11505	K02599
nbis-mrna-341	K02599
nbis-mrna-7051	K16578
nbis-mrna-4647	K16578
nbis-mrna-2006	K02599
nbis-mrna-2008	K07964
nbis-mrna-2010	K11972
nbis-mrna-12587	K05038
nbis-mrna-12586	K05313
nbis-mrna-12585	K16669
nbis-mrna-12936	K11255
nbis-mrna-12639	K02599
nbis-mrna-14795	K24610
nbis-mrna-1634	K18995
nbis-mrna-22449	K02599
nbis-mrna-8322	K06104
nbis-mrna-8317	K05099
nbis-mrna-8316	K05099
nbis-mrna-1258	K08202
nbis-mrna-20429	K08737
nbis-mrna-2218	K02366
nbis-mrna-2220	K02366
nbis-mrna-2221	K16639
nbis-mrna-15767	K10447
nbis-mrna-17351	K11153
nbis-mrna-19578	K10104
nbis-mrna-8853	K06560
nbis-mrna-323	K01316
nbis-mrna-319	K09640
nbis-mrna-1574	K02183
nbis-mrna-1786	K09557
nbis-mrna-1776	K08834
nbis-mrna-21058	K15503
nbis-mrna-2773	K06238
nbis-mrna-2191	K06238
nbis-mrna-2190	K06560
nbis-mrna-2164	K06560
nbis-mrna-2161	K05175
nbis-mrna-14258	K05099
nbis-mrna-9678	K05195
nbis-mrna-9684	K05099
nbis-mrna-2201	K06051
nbis-mrna-15353	K04412
nbis-mrna-3799	K09040
nbis-mrna-16323	K09239
nbis-mrna-16330	K01874
nbis-mrna-15944	K18060
nbis-mrna-20511	K16726
nbis-mrna-20510	K15119
nbis-mrna-20508	K17253
